Heading,Source,Date,Symbol
"Stocks in news: Tata Technologies, SBI Card, Jio Financial, LTIMindtree, NBCC",The Economic Times,28 Aug 2024,LTIM
"Stocks to Watch: Jio Financial Services, ICICI Prudential, LTIMindtree, UPL, Zydus Life and more",Mint,28 Aug 2024,LTIM
LTIMindtree shares jump 8%; Kotak ups stock price target amid Nifty exclusion,Business Today,28 Aug 2024,LTIM
"Stocks to watch on August 28: LTIMindtree, UPL, Tata Technologies, Jio Financial Services, Wipro",Upstox,27 Aug 2024,LTIM
"Nifty Rejig: Trent, BEL to replace Divi’s Lab, LTI Mindtree on Nifty from Sep 30",Financial Express,23 Aug 2024,LTIM
"Divi's Lab, LTIMindtree shares jump despite exclusion from Nifty 50 index",Moneycontrol,26 Aug 2024,LTIM
LTIMindtree gets a ‘Rs 378 crore good news’ from Karnataka High Court,Times of India,28 Aug 2024,LTIM
"IT stocks: LTIM, Wipro, LTTS, Mphasis soared up to 8% today; here's why",Business Standard,28 Aug 2024,LTIM
German company Exyte selects LTIMindtree as global IT service provider,BusinessLine,7 Aug 2024,LTIM
"LTIMindtree shares rally nearly 4% on upgrade by Kotak, GST relief",The Economic Times,28 Aug 2024,LTIM
