Heading,Source,Date,Symbol
Divis Labs share surge 5% after profits rise 64% in Q3 results; know more,Business Standard,3 Feb 2025,DIVISLAB
"Divi's Labs shares up 6% after Q3 PAT jumps 64% YoY. Should you buy, sell, or hold?",The Economic Times,4 Feb 2025,DIVISLAB
"Divis Lab Share Price Highlights : Divis Lab closed today at ₹6132.30, up 0.66% from yesterday's ₹6092.20 | Stock Market News",Mint,5 Feb 2025,DIVISLAB
"Divis Labs shares surge 5% on Q3 beat; target prices, outlook & more",Business Today,4 Feb 2025,DIVISLAB
"Divi's Labs: Strong Q3, growth outlook positive, valuation debate continues",Business Standard,4 Feb 2025,DIVISLAB
"Divi's Labs Q3 Results: Cons PAT jumps 64% YoY to Rs 589 crore, revenue up 25%",The Economic Times,3 Feb 2025,DIVISLAB
"Q3 results today: Power Grid, Divi's Labs among 104 companies to announce earnings on Monday",The Economic Times,3 Feb 2025,DIVISLAB
Divi's Lab Q3 result: Profit up 65% to Rs 589 cr on robust market sales,Business Standard,3 Feb 2025,DIVISLAB
Divi's Labs Q3 net profit zooms 66% to Rs 594 crore,The Economic Times,3 Feb 2025,DIVISLAB
"Stocks to Watch, Feb 4: Power Grid, Tata Chemicals, Divis Labs, KEC Int'l",Business Standard,4 Feb 2025,DIVISLAB
