Heading,Source,Date,Symbol
LTIMindtree shares erase all the gains made in the last six weeks with the worst week of 2024,CNBC TV18,20 Dec 2024,LTIM
"Nifty IT index slips over 2%; Infosys, LTIMindtree, LTTS down up to 5%",Business Standard,19 Dec 2024,LTIM
"Buy Bharat Dynamics, Airtel, LTI Mindtree & Syrma SGS shares this week, says Axis Securities",Business Today,16 Dec 2024,LTIM
