month,strategy_return,benchmark_return,excess_return,cumulative_strategy,cumulative_benchmark
2024-03,0.02221770697533075,0.006359612206170421,0.01585809476916033,1.0222177069753307,1.0063596122061704
2024-04,0.006583868314287328,-0.005188050443442058,0.011771918757729385,1.028947853746589,1.001138567773802
2024-05,0.022154913290828176,0.03209690577298502,-0.009941992482156842,1.0517441042271283,1.0332720180493389
2024-06,0.03904169375382131,0.033518468808911614,0.005523224944909699,1.092805975451751,1.0679057139574468
2024-07,0.010847506621886164,0.008996077569615936,0.001851429052270228,1.1046601955069006,1.077512676597244
2024-08,0.011646159304979871,0.021051335989246134,-0.009405176684266263,1.1175252441216443,1.1001957579849646
2024-09,-0.06249049090731198,-0.061695426859437526,-0.0007950640478744525,1.047690543015169,1.03231871106714
2024-10,0.0013307405400729351,-0.0071283536809054,0.008459094220978335,1.0490847472942104,1.024959978183237
2024-11,-0.015380530868038282,-0.02600299388430824,0.010622463016269958,1.0329492669552638,0.9983079501388776
2024-12,-0.008800587715333553,-0.009876636642614794,0.001076048927281241,1.0238587063259346,0.9884480252579223
2025-01,-0.01832836595951578,-0.05780778801318588,0.0394794220536701,1.0050930492655563,0.9313080313517601
2025-02,0.05575454025473766,0.06329534744207592,-0.0075408071873382596,1.0611315501405898,0.9902554967717655
2025-03,0.05083807258507046,0.050440955352395844,0.00039711723267461807,1.1150774329089455,1.0402049300718947
2025-04,0.01570189446900872,0.016593625130459966,-0.0008917306614512448,1.132586261085255,1.057465700740364
2025-05,0.032155676001270374,0.03238516561846918,-0.00022948961719880534,1.1690053379402028,1.0917119025946913
