Heading,Source,Date,Symbol
Bajaj Finance share price jumps over 7% after RBI lifts restrictions on its eCom and Insta EMI Card,Mint,3 May 2024,BAJFINANCE
Bajaj Finance jumps over 7% as RBI removes restrictions on Insta EMI Card,Financial Express,3 May 2024,BAJFINANCE
"Tata Motors’ subsidiaries – TPEM and TMPV join hands with Bajaj Finance, offers financing program for authorized passenger and electric vehicle dealers – Tata Motors",Tata Motors,20 May 2024,BAJFINANCE
"RBI lifts curb on Bajaj Finance's lending products 'eCOM', 'Insta EMI Card'",Business Standard,2 May 2024,BAJFINANCE
"If You'd Invested 100,000 in Bajaj Finance Stock 10 Years Ago, Here's How Much You'd Have Today",Equitymaster,14 May 2024,BAJFINANCE
"Bajaj Finance shares in focus today as RBI lifts ban on Insta EMI Card, eCOM",Business Today,3 May 2024,BAJFINANCE
Bajaj Housing Finance IPO Latest News UPDATE: Bajaj Group a step closer to public issue?,ET Now,31 May 2024,BAJFINANCE
"RBI lifts restrictions on Bajaj Finance's eCOM, online digital ‘Insta EMI Card’ with immediate effect",Moneycontrol,2 May 2024,BAJFINANCE
"Two Bajaj cos raise record Rs 12,000 cr debt on a single day as yields fall",The Economic Times,7 May 2024,BAJFINANCE
RBI lifts digital lending curbs on Bajaj Finance after 6 months,Times of India,3 May 2024,BAJFINANCE
