Heading,Source,Date,Symbol
"Coal India net up 26% at Rs 8,641-cr",Financial Express,2 May 2024,COALINDIA
"Coal India Share Price Highlights: Stock gained 4.08% during today's trading session; Check price range, day's high and low",Business Today,15 May 2024,COALINDIA
"Coal India Q4 Results: Net profit surges 26% YoY to Rs 8,682 crore, beats estimates",The Economic Times,2 May 2024,COALINDIA
"Q4 results 2024 highlights: Coal India net profit up 26%, final dividend of Rs 5/share announced",Moneycontrol,2 May 2024,COALINDIA
"Coal India's contribution to govt exchequer up 6.4% at Rs 60,140 cr in FY24",Business Standard,6 May 2024,COALINDIA
Coal India net profit rises 26% on higher supplies,The New Indian Express,3 May 2024,COALINDIA
Coal India shares advance over 4% after March quarter earnings,The Indian Express,3 May 2024,COALINDIA
"Coal India Q4 Results: Net profit rises 26% to ₹8,640.5 crore, revenue down 2%; dividend declared",Mint,2 May 2024,COALINDIA
"Coal India reports 26% growth in Q4 net profit, surpassing estimates",Times of India,2 May 2024,COALINDIA
"Share Market Highlights 15 May 2024: Sensex, Nifty edge down; Coal India spikes up 4%",BusinessLine,15 May 2024,COALINDIA
