Heading,Source,Date,Symbol
Are HDFC Bank's best days over? FIIs & mutual funds are confusing investors,The Economic Times,27 May 2024,HDFCBANK
IFC extends $500 million credit line to HDFC Bank for micro loans,Business Standard,17 May 2024,HDFCBANK
HDFC Ltd's integration with HDFC Bank: Here's why employees can now have the best of both worlds,Business Today,14 May 2024,HDFCBANK
HDFC Bank reappoints Atanu Chakraborty as part-time chairman for 3 years,CNBC TV18,3 May 2024,HDFCBANK
HDFC Bank cuts notice period from 90 to 30 days,Financial Express,11 May 2024,HDFCBANK
HDFC Bank gets $500mn push for loans to women,Times of India,18 May 2024,HDFCBANK
"Mutual funds take Rs 10,000 crore contra bet on sleeping giants Kotak, HDFC Bank",The Economic Times,16 May 2024,HDFCBANK
"HDFC Bank's IT expense 7% of total spending, says senior executive",Business Standard,14 May 2024,HDFCBANK
"CIL, Axis, Maruti, HDFC Bank: Nifty cos with highest FY25 EPS upgrades post Q4 results",Business Today,7 May 2024,HDFCBANK
"HDFC Bank exits Protean eGov Tech, sells entire stake for Rs 150 crore",Business Standard,21 May 2024,HDFCBANK
