Heading,Source,Date,Symbol
"ONGC Q4 results: Net profit rises 78% to Rs 11,526 cr, dividend announced",Business Standard,20 May 2024,ONGC
India's ONGC Posts Record Annual Profit,Rigzone,23 May 2024,ONGC
"ONGC Net Profit Surges 19 Times In Q4, Sets Record High Profit In 2023-24",NDTV,21 May 2024,ONGC
"ONGC Q4 Results Preview: Oil PSU likely to report dull earnings on flattish realisation, sales volume",Moneycontrol,18 May 2024,ONGC
ONGC Share Price Target 2024: Buy rating by Jefferies - check dividend history,ET Now,18 May 2024,ONGC
"Q4 Results Today: ONGC, IRFC, Bharat Electronics among others, to announce earnings on May 20",Mint,20 May 2024,ONGC
ONGC Dividend 2024: PSU declares final dividend - Check amount and other details,Zee Business,21 May 2024,ONGC
ONGC Announces Record Financial Results for FY’24,newsip.in,21 May 2024,ONGC
"3 Bonuses, Rs 10.25 Dividend: Maharatna PSU To Consider Dividend On May 20, Buy?",Goodreturns,8 May 2024,ONGC
ONGC to form an equal JV with EverEnviro to build 10 CBG plants,The Economic Times,30 May 2024,ONGC
