Heading,Source,Date,Symbol
"Britannia Q4 Results: Net profit drops 3% to ₹538 crore, revenue up 3% YoY; dividend declared",Mint,3 May 2024,BRITANNIA
"Britannia Industries Shares Surged 3% On Q4FY24 Results, Board Recommended Final Dividend",Equitypandit,7 May 2024,BRITANNIA
Britannia Industries declares a final dividend of Rs 73 per share,The Economic Times,3 May 2024,BRITANNIA
Britannia Industries Q4 results: Net profit down 3.8% at Rs 536.6 crore,Business Standard,3 May 2024,BRITANNIA
Britannia shares jump most since November 2022 to near record levels - Hindustan Times,Hindustan Times,6 May 2024,BRITANNIA
Britannia Shares Zoom 10% On Expectations Of Improvement In Outlook; Should You Buy?,News18,7 May 2024,BRITANNIA
Q4FY24 Earnings Highlights: Britannia reports net profit at Rs 537 crore,Moneycontrol,3 May 2024,BRITANNIA
7350% dividend in Q4: FMCG major Britannia Industries announces Rs 73.5 dividend,Zee Business,5 May 2024,BRITANNIA
"Q4 Results 2024 Updates: Godrej Properties, JSW Infra, Titan, MRF more to announced earnings",Financial Express,3 May 2024,BRITANNIA
"Share Market Highlights May 22, 2024: Sensex gains 267 pts; Nifty ends near 22,600; FMCG, realty stocks shine",BusinessLine,22 May 2024,BRITANNIA
