Heading,Source,Date,Symbol
"Wipro, Microsoft team up for AI virtual assistants for financial services",Business Standard,6 May 2024,WIPRO
"Stocks to Watch: Bajaj Finance, Yes bank, Wipro, Coforge, Titan, Adani Green Energy",Mint,3 May 2024,WIPRO
Wipro Collaborates with Microsoft to Launch a Suite of Generative AI-Powered Virtual Assistants for Financial Services,Wipro,6 May 2024,WIPRO
"Wipro, Microsoft to launch GenAI-powered assistants for financial services",ET CIO,7 May 2024,WIPRO
Adani Enterprises set to replace Wipro in Sensex; first Adani Group stock to enter benchmark,Moneycontrol,24 May 2024,WIPRO
"This Adani Group stock to be included in Sensex from June 24, replacing Wipro",Business Today,24 May 2024,WIPRO
Adani Enterprises may throw out Wipro from Sensex next month,The Economic Times,23 May 2024,WIPRO
"Wipro appoints Vinay Firake as CEO of Asia Pacific, India, Middle East & Africa unit",CNBC TV18,10 May 2024,WIPRO
Rebalancing: Adani Enterprises likely to dislodge Wipro from Sensex,Business Standard,22 May 2024,WIPRO
CEO Pallia overhauls Wipro top management,Mint,17 May 2024,WIPRO
