Heading,Source,Date,Symbol
"NHPC, Tech Mahindra are top buying picks by HDFC Securities for May 22",Business Standard,22 May 2024,TECHM
"Growth gems well positioned; large businesses to drive significant growth: Anish Shah, Mahindra Group",The Economic Times,17 May 2024,TECHM
"Tech Mahindra partners with Atento, to offer GenAI powered business transformation services",Times of India,5 May 2024,TECHM
"Vineet Nayyar, one of the doyens of Indian tech industry, dies at 85",CNBC TV18,16 May 2024,TECHM
"Infosys, TCS, Wipro, HCL Tech, TechM LTIM: Emkay Global shares its pecking order",Business Today,28 May 2024,TECHM
Industry mourns the loss of former Tech Mahindra vice chair Vineet Nayyar who passed away at 85,Moneycontrol,16 May 2024,TECHM
"Vineet Nayyar, former vice chairman of Tech Mahindra, passes away at 85",Mint,16 May 2024,TECHM
Tech Mahindra’s Europe business head Vikram Nair quits,The Indian Express,10 May 2024,TECHM
"Vineet Nayyar, former Vice Chairman of Tech Mahindra, passes away at 85; Anand Mahindra pays tribute - Hindustan Times",Hindustan Times,16 May 2024,TECHM
"Vineet Nayyar, Former Tech Mahindra Chief, Dies At 85",NDTV Profit,16 May 2024,TECHM
