Heading,Source,Date,Symbol
"Stocks to watch on May 29: RIL, NBCC, Hindalco, IRCTC, Grasim Industries",Business Standard,29 May 2024,GRASIM
"Q4 Results: Grasims profit up 15.5% to Rs 2,721.8 crore",Zee Business,23 May 2024,GRASIM
"Q4 results today: Sun Pharma, Grasim, Jubilant, Nykaa, and Ramco Cements among 32 companies to report earnings on May 22",Mint,22 May 2024,GRASIM
Grasim promoter Birla Group Holdings increases stake by 4.08%,Moneycontrol,28 May 2024,GRASIM
Stock Market Today: Nifty Records Longest Winning Streak In Nearly One Month,NDTV Profit,22 May 2024,GRASIM
Aditya Birla Group joins $100 billion market cap club,Times of India,25 May 2024,GRASIM
"Stock Market highlights 3 May 2024: Sensex plunges 1%, Nifty below 22,500; Coal India, Grasim shine, L&T, RIL drag",BusinessLine,3 May 2024,GRASIM
Ahead of Market: 10 things that will decide stock action on Monday,The Economic Times,5 May 2024,GRASIM
"Grasim Industries Q4 results: Net profit rises 15.5% to Rs 2,721.81 cr",Business Standard,22 May 2024,GRASIM
"Stock Market Highlight: Markets nosedive, give up gains for the week! Nifty below 22,450, Sensex down 730 points dragged by realty and IT",Financial Express,3 May 2024,GRASIM
