Heading,Source,Date,Symbol
"LTIMindtree Share Price Highlights: Stock lost 0.83% during today's trading session; Check price range, day's high and low",Business Today,3 May 2024,LTIM
"Trent, BEL may replace LTI Mindtree, Divi’s in Nifty rejig",The Economic Times,17 May 2024,LTIM
"Business News Roundup: Talent, trends, and world of work updates",People Matters - HR News,3 May 2024,LTIM
"LTIMindtree, IBM collaborate to set up GenAI Centre of Excellence for India",Business Standard,7 May 2024,LTIM
"Trent, Bharat Electronics may get Nifty 50 entry: Nuvama",Mint,18 May 2024,LTIM
"Stock Market Highlights: Markets close flat! Nifty above 22,900, Sensex below 75,400 dragged by metal and oil & gas",Financial Express,27 May 2024,LTIM
LTIMindtree's plan is to grow revenue to $10 billion: CEO Debashis Chatterjee,The Economic Times,8 May 2024,LTIM
Top 20 IT companies in India by revenue,Daily Host News,9 May 2024,LTIM
"Indian IT companies witnessing 'silent layoffs': What the industry body says, number of job cuts and more",Times of India,1 Jun 2024,LTIM
"Infosys, TCS, Wipro, HCL Tech, TechM LTIM: Emkay Global shares its pecking order",Business Today,28 May 2024,LTIM
