Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-10-01 00:00:00+05:30,362.83083789460284,366.1159338986315,357.0941821750701,361.11474609375,9440793,0.0,0.0
2024-10-03 00:00:00+05:30,346.8957190491533,354.5936229694905,340.2765074489221,342.0906677246094,20754875,0.0,0.0
2024-10-04 00:00:00+05:30,335.86369140983766,341.20810372540615,327.8716124754117,333.65728759765625,18185208,0.0,0.0
2024-10-07 00:00:00+05:30,335.37336990584186,336.64816899053307,326.35161816009054,328.5090026855469,7847806,0.0,0.0
2024-10-08 00:00:00+05:30,325.07681157038763,332.87278327538723,321.88978400597205,331.45086669921875,9565667,0.0,0.0
2024-10-09 00:00:00+05:30,338.3152549971689,343.218374634809,331.20573152259067,332.284423828125,13523561,0.0,0.0
2024-10-10 00:00:00+05:30,335.3733611983814,336.6481602499744,328.06770144738425,328.9502868652344,5706365,0.0,0.0
2024-10-11 00:00:00+05:30,328.95031131211726,332.82375790367934,327.52839463436527,331.107666015625,4046559,0.0,0.0
2024-10-14 00:00:00+05:30,333.41211510684155,337.9229908847166,330.71539946994795,334.1475830078125,7967181,0.0,0.0
2024-10-15 00:00:00+05:30,337.53075746571824,344.68929994644657,337.2365523407296,341.9925842285156,17183945,0.0,0.0
2024-10-16 00:00:00+05:30,345.17960675784036,349.00403391564276,341.3061304501366,343.9538269042969,17073700,0.0,0.0
2024-10-17 00:00:00+05:30,342.38482050090477,343.80673709236174,335.22627817283177,336.059814453125,11023063,0.0,0.0
2024-10-18 00:00:00+05:30,336.0598147244839,337.2365454214958,327.82255021407116,335.8636779785156,7328694,0.0,0.0
2024-10-21 00:00:00+05:30,335.9127018975407,338.80555434654883,323.80202078448747,325.2239074707031,8609636,0.0,0.0
2024-10-22 00:00:00+05:30,325.5671469428503,326.1064781374594,315.76090757710176,316.6434631347656,6372285,0.0,0.0
2024-10-23 00:00:00+05:30,315.7608842568967,319.53629211913443,310.41647222676295,316.79052734375,6639274,0.0,0.0
2024-10-24 00:00:00+05:30,316.74151265788777,319.0950039803093,313.7996410232944,315.2215576171875,5706821,0.0,0.0
2024-10-25 00:00:00+05:30,317.1828052316908,317.3298928281015,297.22710333403967,300.3650817871094,11583887,0.0,0.0
2024-10-28 00:00:00+05:30,301.3457105788872,309.3868384781442,299.3844627913871,304.3856506347656,13299872,0.0,0.0
2024-10-29 00:00:00+05:30,305.95464487417394,306.88624951336743,296.393562221856,305.4153137207031,8437903,0.0,0.0
2024-10-30 00:00:00+05:30,303.01279591415397,308.79847114538427,301.39477240666196,305.2682189941406,6248318,0.0,0.0
2024-10-31 00:00:00+05:30,304.4837258569866,310.07329414757334,301.8360293138104,304.7288818359375,11375689,0.0,0.0
