Date,Open,High,Low,Close,Adj Close,Volume
2022-05-09,2229.5,2244.199951171875,2180.0,2197.64990234375,2193.612548828125,1450886
2022-05-10,2190.0,2220.0,2097.5,2109.5,2105.624267578125,1471866
2022-05-11,2109.60009765625,2157.75,2077.0,2119.300048828125,2115.406494140625,1397917
2022-05-12,2103.0,2113.60009765625,2011.050048828125,2045.199951171875,2041.4425048828125,1553685
2022-05-13,2084.5,2135.0,2035.300048828125,2054.14990234375,2050.3759765625,1547617
