Heading,Source,Date,Symbol
Mahindra Finance aims to nearly double non-vehicle loan book in FY25,The Economic Times,6 Mar 2024,M&M
"Prudential Management and Services sells 0.7% stake in M&M for Rs 1,778 cr",Business Standard,7 Mar 2024,M&M
Mahindra promoter group entity initiates sale of 0.8% stake for $215 mn,Mint,6 Mar 2024,M&M
Keshub Mahindra’s family members to sell M&M shares,Financial Express,7 Mar 2024,M&M
