Heading,Source,Date,Symbol
"Morgan Stanley buys 1.7 cr shares of Axis Bank for Rs 2,083 crore",The Economic Times,21 Jun 2024,AXISBANK
Axis Bank buys additional stake in Max Life Insurance for Rs 336 crore,Business Standard,19 Jun 2024,AXISBANK
Axis Bank buys additional stake in Max Life Insurance for Rs 336 crore,Deccan Herald,19 Jun 2024,AXISBANK
Axis Bank raises stake in Max Life Insurance for $4.3 million - Hindustan Times,Hindustan Times,19 Jun 2024,AXISBANK
