Heading,Source,Date,Symbol
Maharatna stock: Power Grid Corporation bags new project; shares up 3%,Business Standard,10 Oct 2024,POWERGRID
Power Grid wins inter-state transmission projects; shares trade lower,Moneycontrol,23 Oct 2024,POWERGRID
"Bajaj Finance, Power Grid, Adani Green, Zomato, Paytm& Varun Beverages: Check Q2 results preview",Business Today,22 Oct 2024,POWERGRID
"Power Grid Corporation Of India share are up by 0.7%, Nifty down by -0.52% | Stock Market News",Mint,17 Oct 2024,POWERGRID
"State or government account for 54% of Power Grid Corporation of India Limited's (NSE:POWERGRID) ownership, while institutions account for 34%",Simply Wall Street,1 Nov 2024,POWERGRID
"Power Grid board approves raising up to Rs 5,000 cr via bonds",The Economic Times,22 Oct 2024,POWERGRID
"Transformers and Rectifiers India secures ₹565 crore order from Power Grid, stocks rally",BusinessLine,3 Oct 2024,POWERGRID
"Samvat 2081: InterGlobe Aviation, PowerGrid, KRN Heat Exchanger among top Diwali picks by Anand Rathi",Financial Express,29 Oct 2024,POWERGRID
POWERGRID Acquires Jam Khambhaliya Transmission at INR 6.77 Crore,Energetica India Magazine,16 Oct 2024,POWERGRID
Monopoly stocks that are losing their status to keep an eye on,Trade Brains,23 Oct 2024,POWERGRID
