Heading,Source,Date,Symbol
Wipro Q2 Results: Earnings and Key Financial Highlights,Wipro,17 Oct 2024,WIPRO
"Wipro Announces Results for the Quarter Ended September 30, 2024",Business Wire,17 Oct 2024,WIPRO
"Wipro Q2 net profit rises 21% to Rs 3,209 cr, beats estimate; IT major announces 1:1 bonus share issue",Moneycontrol,17 Oct 2024,WIPRO
"Wipro Q2 results: Net profit surges 21% to ₹3,209 crore; here are five key highlights",Mint,17 Oct 2024,WIPRO
"Stocks in news: Jio Financial, Infosys, LTIMindtree, Wipro, Tata Consumer, MGL, Axis Bank",The Economic Times,18 Oct 2024,WIPRO
Wipro shares zoom over 5% after Q2 betters estimates; is it the right time to buy?,Financial Express,18 Oct 2024,WIPRO
"Wipro Q2FY25 preview: Revenue may fall up to 3% YoY; margin, guidance eyed",Business Standard,15 Oct 2024,WIPRO
"Wipro to consider bonus issue of shares, stock gains",Business Today,14 Oct 2024,WIPRO
Infosys beats Wipro as European clients spur growth,Mint,17 Oct 2024,WIPRO
"Market Trading Guide: SBI, Wipro among 4 stock recommendations for Tuesday",The Economic Times,28 Oct 2024,WIPRO
