Heading,Source,Date,Symbol
Nestle India shares dip 4% after reporting marginal fall in Q2 PAT,The Economic Times,17 Oct 2024,NESTLEIND
Nestle India net up 8.6% at Rs 986 cr in Q2 as demand remains a challenge,Business Standard,17 Oct 2024,NESTLEIND
Nestle India Q2 Results Live: Profit Falls by 0.95% YOY,Mint,18 Oct 2024,NESTLEIND
Nestle India share price falls nearly 4% as FMCG major reports drop in September quarter profit,Moneycontrol,17 Oct 2024,NESTLEIND
Nestle India Q2 results: PAT rises 9% to Rs 986 cr; stock falls 4%,Business Today,17 Oct 2024,NESTLEIND
Shrinking middle class hitting FMCG firms: Nestle India,Financial Express,23 Oct 2024,NESTLEIND
Nestle India Shares Fall 2% After Net Profit Dips YoY; Should You Buy?,News18,19 Oct 2024,NESTLEIND
Nestle India shares fall 2% as Q2 net profit falls marginally YoY. Should you invest?,The Economic Times,18 Oct 2024,NESTLEIND
Nestle India Q2 Results: Net profit rises 8.6% to ₹986 crore; revenue up 1.3% YoY,Mint,17 Oct 2024,NESTLEIND
Nestle India CMD Suresh Narayanan sees mega cities as pressure points,Business Standard,22 Oct 2024,NESTLEIND
