Heading,Source,Date,Symbol
"BPCL Q2 FY25: Net profit plunges 72% to Rs 2,297 crore on higher expenses",Business Standard,25 Oct 2024,BPCL
"BPCL Q2 results: Net profit falls 72% to Rs 2,297 crore on account of weak refining margins",Moneycontrol,25 Oct 2024,BPCL
Earnings Miss: Bharat Petroleum Corporation Limited Missed EPS By 49% And Analysts Are Revising Their Forecasts,Simply Wall Street,30 Oct 2024,BPCL
BPCL Q2 Results: Profit slumps 72% on weak refining margins,The Economic Times,25 Oct 2024,BPCL
"Q2 results today: Coal India, IndiGo, BPCL, Bank of Baroda, HPCL, JSW Steel, Bandhan Bank, UTI & more to report earnings",Mint,25 Oct 2024,BPCL
"BPCL Rights Issue 2024 Update: U-turn on 18,000 cr fundraise by oil PSU in Q2 Results FY25",ET Now,25 Oct 2024,BPCL
"Penny Stock Bags 2nd Order From BPCL In 3-Days, Shares Skyrocket 285% In 2024",Goodreturns,30 Oct 2024,BPCL
"BPCL Q2 Results: Net profit slumps 72% to ₹2,397 crore on weak refining margins, expenses rise 9% YoY; Stock sheds 5%",Mint,25 Oct 2024,BPCL
BPCL and Mumbai Port Authority to launch India's first green fuel ecosystem,Business Standard,3 Oct 2024,BPCL
"Q2 Results Today: Bharat Electronics, Coal India, BPCL, Indigo, Shriram Finance and more to report quarterly earnings on Oct 25",ET Now,25 Oct 2024,BPCL
