Heading,Source,Date,Symbol
"Stocks to Watch: Tech Mahindra, HDFC Bank, Kotak Bank, Jio Financial, and more",Mint,21 Oct 2024,TECHM
"Tech Mahindra Q2 Results: Profit zooms 153% YoY to Rs 1,250 crore, revenue up 3.5%",The Economic Times,19 Oct 2024,TECHM
"Tech Mahindra shares gain over 3% after company beats Q2 estimate; Should you Buy, Sell, or Hold?",Financial Express,21 Oct 2024,TECHM
"Tech Mahindra Q2 Earnings Preview: Revenue growth likely to be muted, but margins could expand",Moneycontrol,16 Oct 2024,TECHM
Tech Mahindra shares hit 52-week high; Axis Securities raises target price,Business Today,21 Oct 2024,TECHM
"Tech Mahindra boosts workforce by 6,653 in Q2, headcount climbs to 154,273",Business Standard,23 Oct 2024,TECHM
"Stock Market Today , November 01, 2024 LIVE UPDATES: Tech Mahindra Ltd. Plummets on this trading day",ET Now,20 Feb 2025,TECHM
Tech Mahindra reports highest recruitment in five quarters in Q2FY25,CNBC TV18,19 Oct 2024,TECHM
"Shares to buy or sell: Ruchit Jain of 5paisa recommends Tech Mahindra, HDFC Life today",Mint,15 Oct 2024,TECHM
"Tech Mahindra Q2 Earnings 2024: Date, Time and Where to Access",Financial Express,16 Oct 2024,TECHM
