Heading,Source,Date,Symbol
"Tata Consumer stock plunges 10% on meek profit, margin growth in Q2",Business Standard,21 Oct 2024,TATACONSUM
Q2 Results: Tata Consumer Products profit up 0.9% at ₹367.21 crore,Mint,18 Oct 2024,TATACONSUM
Tata Consumer Products shares fall 9% and are the top Nifty 50 losers; Here's why,CNBC TV18,21 Oct 2024,TATACONSUM
"Tata Consumer Products Q2 Results FY 2024-25 date, time: Tata Group company to announce quarterly earnings on…",ET Now,12 Oct 2024,TATACONSUM
Tata Consumer shares in focus after company's Q2 net profit beats Street's estimates,The Economic Times,21 Oct 2024,TATACONSUM
Tata Consumer Products shares plunge over 7% today. Here's why,India Today,21 Oct 2024,TATACONSUM
This Tata stock plummets 10% on weak Q2 numbers! Find out what’s worrying shareholders?,Financial Express,21 Oct 2024,TATACONSUM
"Brokerages slash target prices on Tata Consumer as Q2 show disappoints, shares crack 6%",Moneycontrol,21 Oct 2024,TATACONSUM
"Q2 results today: Tata Consumer Products, L&T Finance, Jio Financial among firms to declare earnings on October 18; check list",Upstox,18 Oct 2024,TATACONSUM
Tata Consumer Products share price tanks 10% after Q2 results. Attract mixed reactions from the experts,Mint,21 Oct 2024,TATACONSUM
