Heading,Source,Date,Symbol
"State Bank of India to raise Rs 5,000 cr through AT-I bonds this week",Business Standard,21 Oct 2024,SBIN
State Bank of India chairman targets unbanked in expansion plans,Moneycontrol,29 Oct 2024,SBIN
SBI awarded Best Bank in India for 2024 by Global Finance Magazine,Mint,27 Oct 2024,SBIN
SBI named Best Bank in India for 2024 by Global Finance Magazine,The Economic Times,27 Oct 2024,SBIN
"SBI to open 600 new branches in FY 2024-25, targeting emerging business opportunities: Chairman",India TV News,2 Oct 2024,SBIN
SBI Q2 results FY 2024-25 date and time: Quarterly earnings schedule of India's largest PSU lender,ET Now,18 Oct 2024,SBIN
"SBI plans to hire 10,000 in FY25; here’s how stock reacts",Fortune India,7 Oct 2024,SBIN
SBI is Nomura India's top banking stock idea ahead of RBI rate cuts; here's why,Business Today,9 Oct 2024,SBIN
"SBI to recruit 10,000 new employees and enhance branch network",People Matters - HR News,8 Oct 2024,SBIN
State Bank Of India To Open 600 New Branches For Enhanced Accessibility,Goodreturns,3 Oct 2024,SBIN
