Heading,Source,Date,Symbol
Asian Paints Share Price Highlights: Asian Paints Stock Price History,The Economic Times,18 Oct 2024,ASIANPAINT
"Asian Paints Dividend 2024: Announcement likely in Q2 FY25 results - Check record date, board meeting schedule",ET Now,18 Oct 2024,ASIANPAINT
From Asian Paints to Bajaj Finance: Ten largecaps ripe for picking,Business Standard,3 Oct 2024,ASIANPAINT
"Akzo Nobel India shares hit all-time high, surge 22% in 2 days amid buzz of Asian Paints' potential asset...",Moneycontrol,9 Oct 2024,ASIANPAINT
"Diwali 2024: Asian Paints, Bajaj Finance, Tata Consumer... 10 stock picks of Geojit Financial Services for Samvat 2081",Mint,30 Oct 2024,ASIANPAINT
"Asian Paints, JK Tyres, Balkrishna Industries and other paint and tyre stocks plunge as conflict continues in Middle East",Financial Express,3 Oct 2024,ASIANPAINT
"Asian Paints open to potential acquisition of AkzoNobel assets, says CEO Amit Syngle",CNBC TV18,8 Oct 2024,ASIANPAINT
Asian Paints Highlights: Asian Paints Stock Price History,The Economic Times,16 Oct 2024,ASIANPAINT
"Stock market crash: RIL, Asian Paints, L&T, Tata Motors shares deep in the red; JSW Steel, Tata Steel buck trend",Business Today,3 Oct 2024,ASIANPAINT
Dulux paint maker Akzo Nobel India stock hits new high; zooms 19%,Business Standard,9 Oct 2024,ASIANPAINT
