Heading,Source,Date,Symbol,Month
"Axis Bank Share Price Highlights : Axis Bank closed today at ₹1077.75, up 0.53% from yesterday's ₹1072.1 | Stock Market News",Mint,2024-12-23,AXISBANK,2024-12
Did Axis Bank officials siphon off Rs 6.5 crore from Australia-based OCI’s account? Bank denies claims,Financial Express,2024-12-26,AXISBANK,2024-12
"Axis Bank manager, 3 others held for siphoning over ₹12 crore from Bengaluru-based firm",Mint,2024-12-29,AXISBANK,2024-12
"Sensex, Nifty today: Why stock market is rising after 5-day selloff",Business Today,2024-12-23,AXISBANK,2024-12
