Heading,Source,Date,Symbol,Month
Adani Ports places ₹450 crore order for eight tugs with Cochin Shipyard,The Hindu,2024-12-27,ADANIPORTS,2024-12
Adani Ports places order for 8 Tugs for Rs 450 crore to be constructed by Cochin Shipyard - Industry News,Financial Express,2024-12-27,ADANIPORTS,2024-12
Cochin Shipyard freezes at 5% upper circuit on order boost from Adani Ports,Business Standard,2024-12-27,ADANIPORTS,2024-12
Adani Ports Taps Cochin Shipyard for ₹450 Crore Tug Deal,India Infoline,2024-12-29,ADANIPORTS,2024-12
