Heading,Source,Date,Symbol,Month
"Shares in News: Vedanta, Bharti Airtel, Vodafone Idea, other stocks to track on Tuesday",Zee Business,2024-12-24,BHARTIARTL,2024-12
"Indian telecom industry's revenue doubled in 5 years, Bharti Airtel biggest gainer: Motilal Oswal",ET Telecom,2024-12-25,BHARTIARTL,2024-12
"Airtel adds mobile users after 3 months, Jio loss continues: Trai",Financial Express,2024-12-24,BHARTIARTL,2024-12
