Heading,Source,Date,Symbol,Month
Bajaj Auto stock down 31% from Sept high; can Chetak 35 series launch lift sentiment?,Business Today,2024-12-24,BAJAJ-AUTO,2024-12
"Auto shares in demand; Escorts, Tata Motors, Eicher, M&M rally up to 5%",Business Standard,2024-12-27,BAJAJ-AUTO,2024-12
Stocks to buy: Ankush Bajaj recommends three stocks for today—26 December | Stock Market News,Mint,2024-12-26,BAJAJ-AUTO,2024-12
Rupee fall: Gains for domestic carmakers; margin pressure for luxury players,Financial Express,2024-12-26,BAJAJ-AUTO,2024-12
Flipkart Big Saving Days: Unbeatable Bajaj Chetak 3202 discount,Financial Express,2024-12-23,BAJAJ-AUTO,2024-12
Just 12 OEMs achieve 50% domestic value addition target in PLI-Auto,Business Standard,2024-12-25,BAJAJ-AUTO,2024-12
Why Tata Motors stock is falling? 4 key reasons driving the decline,ET Auto,2024-12-25,BAJAJ-AUTO,2024-12
Microfinance mayhem: This MFI ​could have ​‘going concern’ issues | Stock Market News,Mint,2024-12-23,BAJAJ-AUTO,2024-12
