Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2024-04-01 00:00:00+05:30,3227.247798243234,3288.791598174436,3204.918370765163,3249.1279296875,1292646,0.0,0.0
2024-04-02 00:00:00+05:30,3255.971602731198,3281.9978444670173,3237.0389698852773,3265.7626953125,868829,0.0,0.0
2024-04-03 00:00:00+05:30,3247.0297966409626,3257.170422900394,3219.055386085287,3230.494873046875,1153109,0.0,0.0
2024-04-04 00:00:00+05:30,3247.029602164387,3270.0085808873964,3198.7736980625696,3207.865478515625,1403826,0.0,0.0
2024-04-05 00:00:00+05:30,3208.1653529300784,3231.0443261948244,3176.0445896695114,3221.852783203125,755607,0.0,0.0
2024-04-08 00:00:00+05:30,3237.9879412817327,3240.535659537043,3194.2779258339924,3221.60302734375,577440,0.0,0.0
2024-04-09 00:00:00+05:30,3237.7382427671782,3248.028878276686,3182.0891963430468,3195.52685546875,833679,0.0,0.0
2024-04-10 00:00:00+05:30,3197.075493522517,3251.625691697746,3189.5823478345737,3239.037109375,1441138,0.0,0.0
2024-04-12 00:00:00+05:30,3207.0663147686864,3244.5320427449565,3202.370658979161,3206.96630859375,705173,0.0,0.0
2024-04-15 00:00:00+05:30,3147.1212046582536,3177.3935621722767,3100.3639265484017,3144.573486328125,1035378,0.0,0.0
2024-04-16 00:00:00+05:30,3098.1658239424123,3146.3217225030044,3097.166737897929,3103.560791015625,1134184,0.0,0.0
2024-04-18 00:00:00+05:30,3122.2936382567286,3142.125593704499,3005.5505809110796,3016.54052734375,1703646,0.0,0.0
2024-04-19 00:00:00+05:30,2997.258272386561,3054.2561826499464,2959.7925439817295,3024.18359375,1727317,0.0,0.0
2024-04-22 00:00:00+05:30,3050.2098982887564,3074.6875080195373,3022.2354871678635,3060.550537109375,993929,0.0,0.0
2024-04-23 00:00:00+05:30,3056.20430549637,3088.1750599180386,3040.3189344601033,3062.298828125,1654272,0.0,0.0
2024-04-24 00:00:00+05:30,3069.142256000064,3085.027870097771,3037.221506385855,3040.768310546875,605917,0.0,0.0
2024-04-25 00:00:00+05:30,3047.212466959413,3118.047570673538,3022.8846239594777,3112.40283203125,1515529,0.0,0.0
2024-04-26 00:00:00+05:30,3117.048370372072,3127.039230553293,3063.247734646689,3077.58447265625,662764,0.0,0.0
2024-04-29 00:00:00+05:30,3107.1575151567736,3107.657058165641,3048.710983119259,3078.3837890625,648544,0.0,0.0
2024-04-30 00:00:00+05:30,3091.172334895374,3105.6090799836384,3042.217116921918,3051.908203125,804552,0.0,0.0
