"Data Source","World Development Indicators",

"Last Updated Date","2025-06-05",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.59197006652872","3.10843918798423","3.96254301358969","5.76986990784422","5.61485982807162","3.82233511678332","5.30031405765243","6.28797536126895","3.37583749127457","3.25948642303557","3.70423775271973","6.59295050184228","2.19006066092493","1.03610080269524","-2.83550241253081","4.43468813342022","3.04904620110997","2.80990970893053","5.06749722968669","3.48434619543613","5.16689296887391","4.26244900176589","1.70328044813839","-1.22340655068425","4.00567421402882","0.184032701346126","-1.99594849465619","3.95889741019282","6.831286936157","-1.00279969703662","-3.17816679833555","3.46202953211427","6.01781611792313","-0.951473042327038","-4.91262490390014","3.15727939363973","6.70946117676064","",
"Africa Eastern and Southern","AFE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","1.93394654573322","0.596607181612448","3.15005277433804","3.72697762199365","2.96282610936504","3.44451810994963","1.7793841509497","3.22709425782465","4.66069284074154","4.9375235930307","3.27935307157383","9.8145760348434","12.2244748984293","15.1283461204314","11.884430878284","9.53063246851585","10.4081011819644","10.5402897346018","14.5712374011675","19.2052947603321","10.8584883691295","7.69747177812898","11.5568417169857","12.7347557716885","16.1443312605572","13.9165769085523","12.6940698241788","20.1526012665392","14.8392839136103","11.9939039075081","14.9789364246749","14.6406552101884","13.8705025913749","17.0164147872542","16.1027117424962","15.1761803358905","10.5450486551459","9.10917293901807","8.00681329656179","11.1173058824862","8.31282499951298","8.91492825674993","7.8067408729751","9.60039256006742","7.62368935878268","7.65225430526529","8.24576476611674","10.961412407556","8.28143239119243","5.88302203486953","9.74570998523772","6.20387787625781","5.54626698664435","5.40353538297499","5.63628010156222","6.73515766010987","6.28646467124097","4.32175867770079","4.44437946494116","5.29813226108107","6.22269912307469","9.35876732357862","7.80122989057329","",
"Afghanistan","AFG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","-11.7745360319214","6.12552202910163","11.655238221181","11.2714320572149","10.9127735503048","7.19975129292388","22.5277562007029","2.09628875042125","-2.16340442746143","3.81463031545211","16.5933467401627","7.30175646760432","4.82278547876986","0.56694454253261","2.44756300147404","-2.19752646733461","2.40365618765746","2.07134857783487","6.52147984832531","6.9629462552564","2.83899625081041","9.40623933931322","2.9616535410169","",
"Africa Western and Central","AFW","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","3.2784459977796","2.48595550659368","2.78147914636031","3.38106058115134","2.40502608843418","4.13875253122386","1.22775183399891","1.62794933529348","4.21395854238489","3.35065176133496","4.18919648768647","5.14581076875683","7.61859793514425","13.4225905212845","8.58680753081824","11.3197643284874","10.8719879924003","6.61649466282473","10.7617886745716","11.0012811184527","10.0100209420354","13.8205590460171","9.92793639904325","11.3150500363978","5.29721350623177","0.32606411260803","2.35651163978966","3.69277055172387","3.50011875843632","4.82244315622001","3.31280575359608","0.482938222012713","2.80670798967146","24.7941952455716","7.39692068899853","6.18642809934072","2.96013877018802","5.30948306910901","4.50109730901824","4.815430261735","3.86179519283827","2.67339738740157","1.71882163202884","5.68195133906449","6.68893394853546","4.64332213979795","5.47702898238883","9.11699967289589","1.48940469185958","5.42967319163332","8.51666048093151","4.73009483577319","1.55401804889429","0.731853329618588","1.91155941571227","1.736323129284","1.75910578032053","2.15033893298982","1.95694728078307","1.71555846208987","4.64220371005912","6.58712256843671","3.38669113752862","",
"Angola","AGO","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.1003061669614","0","0.0127635583866379","0.0011881098994877","19.0352057407944","-9.01306191994358","9.8233113499663","2.21377444948736","16.2796626853837","14.0074398272592","106.309982268478","476.51575086326","917.783468411763","2175.97895508759","1825.49514900731","4800.53164415744","95.4530221791129","39.3593483252693","557.501113091215","418.018991534099","106.352125501451","196.984099399931","93.9265669067308","33.4435947900255","42.3742492617284","17.1156651448542","4.30843221207182","19.3657735558326","-16.7621402901592","32.2704691224412","31.7714601558986","7.25574990943825","2.83972412637765","3.56088477205805","-3.51838534598478","21.7742355863884","22.6145140271114","28.1670932554891","19.1870038271785","10.7631052824799","38.8237218374918","13.7105940226231","17.6195377226942","",
"Albania","ALB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","-2.13957198618188","-0.0177190996205354","-0.0167551716364898","-0.0283602576437829","0.35122234783789","-2.41730042881588","-0.000306092920837386","-0.00057857927218663","0.0036791601611128","-0.431368812605911","35.5142469575829","232.984658866956","125.650814219817","35.8424752083078","9.9706626786687","38.1720581994814","11.2396444802125","6.73085990507577","2.10284998886902","5.6474714679938","3.81085737408868","3.6474762708812","5.19863530307683","3.15236892537025","3.30681814689954","2.47818888688769","4.3867093833438","4.11708542559394","2.41833605890835","4.49314320031891","2.31474379699794","1.04271460643407","0.288745964127756","1.54991706986272","0.563991350160876","-0.632653419095547","1.45073158124514","2.9665236560994","1.00059083830071","0.0410649973272115","3.44439880912799","9.86157415467682","6.06604947510885","",
"Andorra","AND","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.84587099758265","8.51807767365098","11.8494338124947","15.9452014096622","16.7817953953987","16.4898572074663","23.3830925555267","20.63104141592","16.9316890399132","13.3548138413184","12.3511731944832","13.5823498012472","11.8842353012303","10.8647343940798","8.59546375926088","10.8788152026056","5.94419881956037","5.9361249975981","6.89620711872611","7.32624369631456","6.93514835426407","6.71076896051142","4.53723214675858","3.87985832158631","4.93312104936552","0.797177729321263","2.22816030666122","1.49955384331271","2.73197952535102","28.7415528975991","3.08053517916559","3.23953176987777","3.17748421556476","3.04242399802695","3.39610212995052","3.45718408670396","3.21122734131436","2.27433831984322","0.132136132405464","0.374313758110119","0.196764152031051","0.174556905779482","0.448492200194735","-0.0840193165570753","0.660588959137868","0.347795381575793","1.13650934319639","1.01247848005298","1.37475350829189","1.11378607410401","2.5588606935971","4.23665226454663","6.29560082401824","",
"Arab World","ARB","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","2.01537452545222","3.29617204048303","3.19390148594043","-0.440429932829574","2.75119762106486","2.38960219490593","2.75484922141703","1.06482414619676","3.91033373750788","7.35709355603809","3.14290859280182","15.2464081259903","34.6065505598652","5.59914413260866","8.62978218612457","10.3700771762441","4.16049327419121","19.271855817196","24.1580815878628","10.2466291101412","6.36523697789958","6.88749696075298","6.18040856863473","4.23208188574494","2.96400555028724","9.36808989082694","4.17732530004293","7.97612484555617","12.7463177181753","7.44099981033727","5.716743758978","3.86316291751921","7.60245225222921","7.76719774306125","6.65755753090085","2.75712224933042","-3.13108869741967","8.44337746020058","11.4595357939894","1.86769984238948","3.77083954826043","5.11182917627502","10.9375405233887","14.5852590982142","9.09650632380644","8.04658597487651","15.9501259770903","-2.78022303939403","12.0069506981357","13.1672193765795","4.67972511760814","1.26026248256035","1.04867463772903","-2.11493646984442","0.920589535113145","4.8259464942787","7.04467101748188","2.3662310647694","0.406043178192824","12.7208752145056","14.8098061189166","0.854841037372282","",
"United Arab Emirates","ARE","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","7.09843561708112E-09","3.50932793935499E-09","54.2528269904672","138.263492562272","19.0009160013165","11.7743313548719","5.25575609116014","-3.66111149549619","7.05102054464086","9.51597603461369","7.054483982438","1.31286872874293","-3.61801721863773","-6.09746718626482","0.740532889918782","-1.69848529731705","3.685584802515","2.38104573161","1.75127660948431","3.33590049400134","0.810848722776853","1.80682612323693","1.27803631115864","-0.262474925014473","3.90747975797208","5.77304389866605","-0.952300713494253","-4.25444531455858","8.44337746020058","11.4595357939894","-2.34930767820795","3.77083954826043","4.07240679733007","8.50142205885294","16.5263069327845","11.9621492865846","12.5339606714946","18.5333530849246","-15.1829798865339","16.5278863640702","13.1672193765795","4.67972511760814","-0.94932531950414","-0.668049355939203","-16.2670060316676","-5.52947860546242","4.98621314114183","7.93674803487896","-3.19440940863002","-12.0313052945464","13.8437703394455","12.6298936875673","-1.30420016236501","",
"Argentina","ARG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","20.3106975290508","28.8718416496811","25.5911543466798","28.7746173194355","21.2329349264853","25.603462425178","29.0182629355813","10.2753105598205","7.79583003393792","6.46787463920629","31.2710638842292","64.2447859149364","65.535287370144","30.630441370412","197.697364543187","438.322779739816","159.42717769645","161.372172004157","147.377044034473","95.7904246128352","105.276366380064","194.535299663443","380.158528521919","611.196303891913","607.447497830085","77.2922366864133","127.539918059086","381.24634440952","3046.09115201119","2078.31681806978","140.502378661012","16.0719935356945","-3.56109557576575","2.84933971509302","3.16512339016516","-0.0523754965904146","-0.46391313116429","-1.70527962400085","-1.83655839220664","1.03728710073175","-1.09576771833679","30.555204053903","10.4957030215496","18.3633542492033","10.3175111982406","13.7410524859152","14.9399250245835","23.1711649813124","15.3776493708921","20.915124272047","23.7034721839593","22.3148806733049","23.9487984162746","40.2829716315506","26.5799916024707","41.1193799882279","26.0063792819079","42.0336689575031","49.1955790596612","40.0830878011993","53.8020877665554","69.8760842459268","135.368876310592","",
"Armenia","ARM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.386104296155","568.807295439343","1391.16654315168","4107.29676994743","161.163917579159","19.5917703052133","17.7359944945837","10.6984977562983","0.0538040809325366","-1.37367599828147","4.02796948177824","2.35739901911141","4.5985157283794","6.27859410767147","3.20875666635281","4.61801250818827","4.2778755387818","5.98956236068734","2.49725307891563","7.76871548067652","4.28154999826118","5.34580441814725","3.36682464224465","2.30918242990974","1.21390990471085","0.268575076501392","2.15064189848613","2.78770951425761","1.06562263923419","1.80659270159933","6.90051365787157","7.98587852828175","2.67300354889213","",
"American Samoa","ASM","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.36505293715847","-3.25907462221531","-1.36558343263874","2.81367521367521","3.16061220726536","11.0593351972663","25.776397515528","-15.3648895532304","-0.52356020942409","17.3684210526316","2.24358974358974","-0.962160294226521","1.4697327650683","1.40582171236608","-1.94089005769675","1.69536107125778","1.74828930007058","6.72878072142282","4.8425556863277","14.1527648578811","","",
"Antigua and Barbuda","ATG","Inflation, GDP deflator (annual %)","NY.GDP.DEFL.KD.ZG","","","","","","","","","","","","","","","","","","","8.82645062612013","15.1750067607584","11.7375182480628","8.64343267249721","11.5067195282661","5.41509007725438","4.20075189943394","7.85084492490826","8.32931416017392","9.32656261851652","12.7288317145654","5.11981109118966","2.09841051655768","3.10653747347762","2.93123372538055","2.31585364144694","3.58924100547307","3.0463687910141","3.41240765944926","2.53062058558473","2.68151672210762","2.01084703483052","1.48825220695463","2.08478316538981","1.29268465711701","-0.483244128267359","2.34982330100517","4.67677680492626","1.12406956736658","4.37354365910269","4.73737157423442","1.11082507238632","1.60551428909972","0.668645512053459","0.192742785601624","0.476877446195644","1.77839219993881","2.78817037438111","-0.468201309637678","0.312054499370376","1.46029012290431","0.718452311457611","0.800069551909715","4.91376057826946","6.49885619566375","4.80547577274675","",
