Heading,Source,Date,Symbol,Month
SEBI nod for Roshni Nadar to acquire majority shareholding in HCLTech group firms,Financial Express,2024-11-23,HCLTECH,2024-11
Sebi okays transfer of shares of HCL Tech's two promoter group entities; paves way for Nadar family's...,Moneycontrol,2024-11-22,HCLTECH,2024-11
