Heading,Source,Date,Symbol,Month
"Stocks to watch, Nov 21: Adani Group stocks, Cipla, UPL, BoB, Tata Tech",Business Standard,2024-11-21,CIPLA,2024-11
Oil and Gas shares fall,Business Standard,2024-11-18,CIPLA,2024-11
