Heading,Source,Date,Symbol
IndusInd Bank Ltd gains for third consecutive session,Business Standard,3 Jan 2025,INDUSINDBK
"IndusInd Bank Q3 Results: Standalone PAT declines 39% YoY to Rs 1,401 crore, but beats estimates",The Economic Times,31 Jan 2025,INDUSINDBK
"Bloodbath on D-Street! Axis Bank, IndusInd Bank, Tata Motors among nearly 500 stocks that hit 1-year lows on BSE",Mint,27 Jan 2025,INDUSINDBK
"Why are shares of IndusInd Bank, the worst Nifty performer of 2024, down on Friday",CNBC TV18,10 Jan 2025,INDUSINDBK
"Q3 Results 2025 Live: IndusInd Bank, Bandhan Bank report mixed results; net profit declines for both",Moneycontrol,31 Jan 2025,INDUSINDBK
"Q3 Results Highlights 31st Jan: BEL, L&T, Nestle lead gains post Q3 results, Kalyan Jewellers & Waaree Energies rally, PNB, Vedanta, Marico Q3 profit rises",BusinessLine,31 Jan 2025,INDUSINDBK
"Zomato, Paytm, Tata Motors, IndusInd Bank, Metropolis Healthcare: Top stock ideas",Business Today,13 Jan 2025,INDUSINDBK
IndusInd Bank's net advances climb 13% YoY in Q3 FY25,Business Standard,4 Jan 2025,INDUSINDBK
"IndusInd Bank shares rise over 1% after Q3 results. Should you buy, sell or hold?",The Economic Times,1 Feb 2025,INDUSINDBK
"Indusind Bank Share Price Highlights : Indusind Bank closed today at ₹980.85, down -0.29% from yesterday's ₹983.7 | Stock Market News",Mint,8 Jan 2025,INDUSINDBK
