Heading,Source,Date,Symbol
"Maruti Suzuki Q3 Results FY25 Live Updates: PAT at Rs 3,525 cr vs Street estimates of Rs 3,624 cr; Maruti...",The Economic Times,29 Jan 2025,MARUTI
"Stocks to buy or sell: Sagar Doshi of Nuvama suggests ONGC, Maruti Suzuki, Bajaj Finance today - 15 January",Mint,15 Jan 2025,MARUTI
"Maruti Suzuki Q3 2025: Revenue rises 15.67%, net profit up 16.21% - Hindustan Times",Hindustan Times,29 Jan 2025,MARUTI
Maruti Suzuki shares extend gains for 2nd day on bullish management commentary post-December car sales,Moneycontrol,1 Jan 2025,MARUTI
"Consumption stocks rally on Budget proposals; Maruti Suzuki, Trent surge 7%",Business Standard,1 Feb 2025,MARUTI
"Q3 Results Today: Bajaj Finance, Maruti Suzuki, Tata Motors, Raymond Among 90+ Companies To Declare Earnings",NDTV Profit,29 Jan 2025,MARUTI
"Bharat Electronics, LIC, Maruti Suzuki India: Key support & resistance levels for these stocks",Business Today,29 Jan 2025,MARUTI
"Q3 Results Highlights January 29, 2025: Adani Power shares gain 5%, Suzlon, Acme Solar, Cartrade Tech, Deepak Fertilizers, Blue Jet, CAMS shares rally, Bosch & JSW Energy nosedives",BusinessLine,29 Jan 2025,MARUTI
"Q3 results this week: 140 companies including Tata Steel, Bajaj Finance, Maruti Suzuki, L&T to announce earnin",CNBC TV18,27 Jan 2025,MARUTI
Maruti Suzuki records 30% rise in December sales,Times of India,1 Jan 2025,MARUTI
