Heading,Source,Date,Symbol
"ICICI Bank Ltd soars 2.55%, up for fifth straight session",Business Standard,28 Jan 2025,ICICIBANK
"ICICI Bank, SBI among top picks which could give over 20% returns in 2025",The Economic Times,4 Jan 2025,ICICIBANK
"ICICI Bank Q3 Results Highlights: Net profit jumps 15% YoY to ₹11,792 cr; NII up 12.5%",Mint,25 Jan 2025,ICICIBANK
"ICICI Bank’s Q3 profit rises by 14.81% YoY to Rs 11,792.42 crore, NII at Rs 20,370.6 crore",Financial Express,25 Jan 2025,ICICIBANK
"ICICI Bank seen posting healthy Q3 PAT on stable NIM, healthy business growth",BusinessLine,24 Jan 2025,ICICIBANK
"HDFC Bank, Bajaj Finance: 5 BFSI stock picks ahead of Q3 results, target prices",Business Today,6 Jan 2025,ICICIBANK
"Brokerage Radar: Bullishness spreads for ICICI Bank, NTPC, Shriram Finance; AU Small Fin gets target cuts",Moneycontrol,27 Jan 2025,ICICIBANK
"ICICI Bank’s Q3 net profit jumps 14.8% to Rs 11,792 cr",The Indian Express,25 Jan 2025,ICICIBANK
"After Axis, HDFC Bank, investors eye ICICI Bank Q3 results; what to expect?",Business Standard,23 Jan 2025,ICICIBANK
"IDFC first, Axis, ICICI, HDFC other bank and financial services stocks rise on RBI liquidity Boost",Mint,28 Jan 2025,ICICIBANK
