Heading,Source,Date,Symbol
Power Grid Share Price Highlights: Power Grid Stock Price History,The Economic Times,15 Jan 2025,POWERGRID
PowerGrid Q3 Preview: Firm likely to report a muted quarter; net profit may gain 0.6% YoY,Moneycontrol,31 Jan 2025,POWERGRID
"Power Grid Corporation of India Ltd soars 1.19%, rises for third straight session",Business Standard,2 Jan 2025,POWERGRID
Power Finance Corp transfers 2 subsidiaries to Power Grid and GR Infraprojects,CNBC TV18,16 Jan 2025,POWERGRID
"Stocks in news: Indo Farm, Bharti Airtel, Power Grid, IndiGo, Zydus Life, Vodafone Idea & NMDC",Business Today,7 Jan 2025,POWERGRID
"Stock in Focus: Dixon Technologies, Kotak Mahindra Bank, Tata Steel, Wipro, Ramkrishna Forgings, Jio Financial, Power Grid, and more",Financial Express,20 Jan 2025,POWERGRID
Power Grid inks USD 200 mn green loan pact with SMBC,ET EnergyWorld,1 Jan 2025,POWERGRID
Power Grid Corporation Share Price Jumps 2.8%; Short Term Target at Rs 306,TopNews,16 Jan 2025,POWERGRID
Rs 42500 crore order book: Power Transmission Company Bags New Orders of Rs 1445 Crore From Power Grid Corporation of India Ltd,DSIJ,27 Jan 2025,POWERGRID
Power Grid Corporation shares in focus after winning bids for two inter-state transmission projects,The Economic Times,7 Jan 2025,POWERGRID
