Heading,Source,Date,Symbol
"Buy Larsen & Toubro, target price Rs 3,825: JM Financial",The Economic Times,6 Jan 2025,LT
L&T Finance Q3 result: PAT down 2% to Rs 626 cr on rise in impairment costs,Business Standard,20 Jan 2025,LT
Accumulate Larsen and Toubro Ltd; target of Rs 4565: Asit C Mehta,Moneycontrol,1 Jan 2025,LT
"L&T share price jumps 5% after Q3 results. Should you buy, sell or hold?",Mint,31 Jan 2025,LT
L&T shares rally 5%: Here are 3 reasons why,Financial Express,31 Jan 2025,LT
"L&T Q3 results: PAT up 14% at Rs 3,359 crore; revenue jumps 17%",Business Today,30 Jan 2025,LT
L&T Finance CEO Sudipta Roy outlines risks— company to take a calibrated approach in Q4FY25,CNBC TV18,21 Jan 2025,LT
"L&T Q3 results FY 2025: Highest-ever quarterly orders of Rs 116,036 crore! PAT, revenue up - Top highlights",ET Now,30 Jan 2025,LT
"Q3 results Jan 15: HDFC Life, L&T Tech, PSB among 24 to post earnings today",Business Standard,15 Jan 2025,LT
"L&T Q3 results: Net profit rises 14% to Rs 3,359 crore, but misses estimates as EBITDA margins fall",Moneycontrol,30 Jan 2025,LT
