Heading,Source,Date,Symbol
"Stocks to watch on April 4: Shares in news; HDFC Bank, Zomato, DMart",India Today,4 Apr 2025,NESTLEIND
"Nestle India tumbles 4%, nears 52-wk low as BoFA downgrades to Underperform",Business Standard,2 Apr 2025,NESTLEIND
