Heading,Source,Date,Symbol
Eicher Motors shares rise on record Royal Enfield sales,Business Today,1 Apr 2025,EICHERMOT
March Auto Sales: Eicher Motors shares climb after selling 1 million vehicles in FY25,CNBC TV18,1 Apr 2025,EICHERMOT
"March vehicle sales: M&M reports 23% growth YoY, Eicher Motors 34%",Moneycontrol,1 Apr 2025,EICHERMOT
