Heading,Source,Date,Symbol
"Buy ONGC, target price Rs 330: Motilal Oswal Financial Services",The Economic Times,18 Nov 2024,ONGC
"ONGC Q2 Results: Net profit falls 25% YoY to ₹10,272.5 crore; interim dividend of ₹6 per share declared",Mint,11 Nov 2024,ONGC
"Oil And Natural Gas Corporation Share Price Highlights, 29 Nov, 2024: Oil And Natural Gas Corporation closes 1.8% higher",Financial Express,29 Nov 2024,ONGC
ONGC Q2 results FY2024-25 date and time: PSU to announce interim dividend soon! Earnings announcement schedule,ET Now,4 Nov 2024,ONGC
Oil and Gas shares fall,Business Standard,18 Nov 2024,ONGC
"ONGC Q2 net profit rises 17% to Rs 11,984 crore, firm declares Rs 6 interim dividend",Moneycontrol,11 Nov 2024,ONGC
"ONGC Dividend: Rs 6/Share Payout, 20th November Record Date; BUY Maharatna PSU Stock?",Goodreturns,12 Nov 2024,ONGC
"ONGC, NTPC form joint venture to drive renewable energy and offshore wind projects",CNBC TV18,18 Nov 2024,ONGC
Oil and Natural Gas (NSE:ONGC) Will Pay A Larger Dividend Than Last Year At ₹6.00,Simply Wall Street,14 Nov 2024,ONGC
"Oil And Natural Gas Corporation Share Price Today Highlights, 12 Nov, 2024: Oil And Natural Gas Corporation closes 0.39% lower",Financial Express,12 Nov 2024,ONGC
