Heading,Source,Date,Symbol
"IT cos' Q2FY25 results ahead of estimates. Infosys, LTIMindtree among 9 brokerage buys",The Economic Times,25 Nov 2024,INFY
"Nifty IT jumps 4% ahead of US election outcome; TCS, Infosys among lead gainers: What is driving IT stocks?",Mint,6 Nov 2024,INFY
"Wipro shares beat Infosys, TCS, HCL Tech & TechM on 1-year return basis; is it still worth buying?",Business Today,27 Nov 2024,INFY
"IT stocks: Persistent Systems, LTIM, TCS, Infosys surge up to 5% on Nov 6",Business Standard,6 Nov 2024,INFY
Infosys to give 85 per cent bonus to employees,Financial Express,27 Nov 2024,INFY
Infosys chair bets companies will develop their own AI models,Financial Times,26 Nov 2024,INFY
India we see in GIFT City is not the India we see outside: Infosys HR head,BusinessLine,15 Nov 2024,INFY
"US election results: TCS, Infosys, HCL Tech, TechM shares lead Sensex gainers; here's why",Business Today,6 Nov 2024,INFY
"Stock Market Highlights: Nifty slips below 23,540 mark, breaches 200 DEMA. How to trade tomorrow",The Economic Times,18 Nov 2024,INFY
"Stocks To Watch: Titan Company, Dr Reddy’s Lab, Oil India, NTPC, Infosys, Hero MotoCorp, JK Tyre, Tata Steel",Financial Express,6 Nov 2024,INFY
