Heading,Source,Date,Symbol
"Wipro Enterprises' revenue rises 10% to Rs 16,902 crore in FY24; profit jumps 35%",Times of India,1 Dec 2024,WIPRO
Nuvama upgrades Wipro to 'Buy' on turnaround potential; sees 20% upside,Moneycontrol,28 Nov 2024,WIPRO
Wipro Stocks Highlights: Wipro Stock Price History,The Economic Times,1 Nov 2024,WIPRO
"Stocks in news: Wipro, Cummins, RVNL, Ircon, SAIL, Lupin, Indian Hotels, NHPC & Emami",Business Today,8 Nov 2024,WIPRO
Wipro jumps 3% as board fixes record date for bonus issue; Check details,Business Standard,22 Nov 2024,WIPRO
"Wipro Enterprises' revenue rises 10 pc to ₹16,902 cr in FY24; profit jumps 35 pc",Mint,1 Dec 2024,WIPRO
"Bonus, stock split, dividend this week: Wipro, Can Fin Homes, Rajoo Engineers among 12 companies to trade ex-date - FULL LIST",ET Now,1 Dec 2024,WIPRO
Wipro shares rise 3% as 8.5 crore shares change hands in two block deals,The Economic Times,8 Nov 2024,WIPRO
‘Work-life balance is incredibly important…’: Wipro Chairman Rishad Premji stresses importance of work-life balance,Mint,20 Nov 2024,WIPRO
"Wipro shares beat Infosys, TCS, HCL Tech & TechM on 1-year return basis; is it still worth buying?",Business Today,27 Nov 2024,WIPRO
