Heading,Source,Date,Symbol
Sun Pharma shares slip over 3% after US court's ruling on LEQSELVITM launch - Market News,Financial Express,4 Nov 2024,SUNPHARMA
Govt slaps fine on Sun Pharma officials over related party transactions,The Economic Times,28 Nov 2024,SUNPHARMA
Sun Pharma slips 5% as US court bars it from launching alopecia drug,Business Standard,4 Nov 2024,SUNPHARMA
"Tata Motors, Zomato, Sun Pharma: How to trade these 3 buzzing largecap stocks",Business Today,19 Nov 2024,SUNPHARMA
Why Sun Pharma may be in focus on Monday,CNBC TV18,3 Nov 2024,SUNPHARMA
"Stock Radar: Hero MotoCorp, Premier Energies, Sun Pharma, Afcons Infrastructure, Zen Technologies in focus...",Moneycontrol,3 Nov 2024,SUNPHARMA
Does Sun Pharmaceutical Industries (NSE:SUNPHARMA) Have A Healthy Balance Sheet?,Simply Wall Street,18 Nov 2024,SUNPHARMA
"Stocks to Watch: PC Jeweller, Zee, Sun Pharma, Ajmera Realty, PCBL, and more",Mint,29 Nov 2024,SUNPHARMA
"Sun Pharma share price plunges 5% after US ruling on Leqselvi launch - Here's what JPMorgan, UBS say",ET Now,4 Nov 2024,SUNPHARMA
Sun Pharma drops 5% after US court halts launch of alopecia treatment drug,Zee Business,4 Nov 2024,SUNPHARMA
