Heading,Source,Date,Symbol,Month
"Stocks to Buy: HAL, Coal India, Indigo among 14 buy-on-dips ideas by Jefferies",Mint,2024-11-13,COALINDIA,2024-11
Coal India's NCL plans to relocate Morwa township in MP for mining project,Business Standard,2024-11-17,COALINDIA,2024-11
Coal production from captive mines surge 33% so far in FY25,Financial Express,2024-11-11,COALINDIA,2024-11
Thermal coal imports plunge by 31% in Oct on slow power generation,Business Standard,2024-11-12,COALINDIA,2024-11
