Heading,Source,Date,Symbol
Sun Pharma Q1 results: Profit zooms 40% on robust global specialty sales,Business Standard,1 Aug 2024,SUNPHARMA
"Sun Pharma Q1 Results: Net profit jumps 40% to ₹2,836 crore, revenue up 6% YoY",Mint,1 Aug 2024,SUNPHARMA
Sun Pharma's R&D spending to go up in coming quarters,Moneycontrol,1 Aug 2024,SUNPHARMA
Is it the right time to buy Sun Pharma? How does the future look like,Trade Brains,1 Aug 2024,SUNPHARMA
