Heading,Source,Date,Symbol
Larsen & Toubro Faces Market Sentiment Shift Amid Strong Financial Metrics,MarketsMojo,1 month ago,LT
L&T Q4 Results 2025 Soon — All You Need To Know,NDTV Profit,6 May 2025,LT
"L&T Q4 Results: Cons PAT jumps 25% YoY to Rs 5,497 crore. Rs 34 per share dividend declared",The Economic Times,8 May 2025,LT
Larsen & Toubro Q4 results 2025: Profit jumps 25% YoY; declares dividend of ₹34 per share,Mint,8 May 2025,LT
Larsen & Toubro Shares See Modest Gain in Today's Trading Session,Moneycontrol,1 month ago,LT
"L&T Q42025 result: Net profit jumps 25% to ₹5,497 crore, dividend announced",Business Standard,8 May 2025,LT
L&T beats estimates; posts 25% jump in profit,Financial Express,8 May 2025,LT
"Larsen & Toubro Group Stock To Pay Rs 2.75 Dividend, Is L&T Stock A Buy Before Record Date In May? Trade Plan",Goodreturns,11 May 2025,LT
Larsen & Toubro shares decline marginally in today's session,Moneycontrol,1 month ago,LT
Larsen & Toubro Ltd Surges 3.12%,Business Standard,9 May 2025,LT
