month,strategy_return,benchmark_return,excess_return,cumulative_strategy,cumulative_benchmark
2024-03,0.0023908910293600595,0.006359612206170421,-0.003968721176810361,1.00239089102936,1.0063596122061704
2024-04,0.02377235337217972,-0.005188050443442058,0.028960403815621778,1.0262200815079638,1.001138567773802
2024-05,0.005783800363201202,0.03209690577298502,-0.026313105409783814,1.0321555335881138,1.0332720180493389
2024-06,0.04887033830133478,0.033518468808911614,0.015351869492423169,1.0825973236941595,1.0679057139574468
2024-07,0.029385497330264305,0.008996077569615936,0.02038941976064837,1.1144099844593256,1.077512676597244
2024-08,0.04454216375694997,0.021051335989246134,0.023490827767703837,1.164048216479493,1.1001957579849646
2024-09,-0.08643255927281965,-0.061695426859437526,-0.024737132413382122,1.0634365500122092,1.03231871106714
2024-10,-0.013481221726928852,-0.0071283536809054,-0.006352868046023452,1.0491001260889743,1.024959978183237
2024-11,0.019801955357157484,-0.02600299388430824,0.04580494924146572,1.0698743599509766,0.9983079501388776
2024-12,-0.013250840126053761,-0.009876636642614794,-0.003374203483438967,1.055697625852302,0.9884480252579223
2025-01,-0.01113388810568405,-0.05780778801318588,0.04667389990750183,1.0439436066126262,0.9313080313517601
2025-02,0.05938987171577594,0.06329534744207592,-0.003905475726299977,1.1059432834878544,0.9902554967717655
2025-03,0.03468007928478928,0.050440955352395844,-0.015760876067606566,1.1442974842436933,1.0402049300718947
2025-04,0.044566699909133665,0.016593625130459966,0.0279730747786737,1.1952950468307586,1.057465700740364
2025-05,0.03380736313420081,0.03238516561846918,0.001422197515731631,1.2357048205314776,1.0917119025946913
