week,strategy_return,benchmark_return,excess_return,cumulative_strategy,cumulative_benchmark
2024-03-03,0.022383083582758357,0.003925410317436864,0.018457673265321495,1.0223830835827583,1.0039254103174369
2024-03-10,0.0,-0.013849712230297621,0.013849712230297621,1.0223830835827583,0.9900213322838569
2024-03-17,0.015893546678732474,0.0018612323664217317,0.014032314312310742,1.0386323768452272,0.9918639920309517
2024-03-24,0.010098536983115266,0.014642380187612625,-0.004543843204497359,1.0491210443146597,1.006387241696672
2024-03-31,0.0,0.0023016302533167125,-0.0023016302533167125,1.0491210443146597,1.008703573018713
2024-04-07,0.0038037328359448535,-0.006481004202790727,0.010284737038735581,1.0531116204798001,1.0021661609226087
2024-04-14,0.052631536974378945,-0.005634751375014031,0.05826628834939297,1.108538503671231,0.9965192037693575
2024-04-21,0.0,0.003740478620721134,-0.003740478620721134,1.108538503671231,1.0002466625461948
2024-04-28,0.017857123482468026,-0.007399541515830401,0.025256664998298428,1.1283338126163585,0.9928452958406133
2024-05-05,0.0,-0.017266194062622326,0.017266194062622326,1.1283338126163585,0.9757026362884677
2024-05-12,0.0,0.016379297700135208,-0.016379297700135208,1.1283338126163585,0.9916839602350431
2024-05-19,0.0,0.018999860770043956,-0.018999860770043956,1.1283338126163585,1.0105258174073948
2024-05-26,0.0,-0.017518843982505004,0.017518843982505004,1.1283338126163585,0.9928225732719412
2024-06-02,0.0,0.001128357651091833,-0.001128357651091833,1.1283338126163585,0.9939428322186693
2024-06-09,0.043115900597622984,0.008873925051495922,0.03424197554612706,1.1769829411220623,1.0027630064172495
2024-06-16,-0.012377988877958586,-0.0024111139069339215,-0.009966874971024664,1.1624142593673064,1.0003452305871179
2024-06-23,0.0,0.02008467246777319,-0.02008467246777319,1.1624142593673064,1.0204368368981593
2024-06-30,-0.018018168779565365,0.007534619055686104,-0.02555278783525147,1.1414696830502526,1.0281254397345763
2024-07-07,0.0,0.007466920096028612,-0.007466920096028612,1.1414696830502526,1.0358023702417687
2024-07-14,0.0,-0.0022694721088240832,0.0022694721088240832,1.1414696830502526,1.0334516456522511
2024-07-21,0.03163819669851723,0.013284764298173138,0.018353432400344094,1.1775837254079908,1.0471808071783004
2024-07-28,0.010779096904478626,-0.004767269921091267,0.015546366825569893,1.1902770144973005,1.0421886136142953
2024-08-04,0.0,0.012965812355117746,-0.012965812355117746,1.1902770144973005,1.0557014356170584
2024-08-11,-0.02223499216077728,0.00797430445742802,-0.0302092966182053,1.1638112144107997,1.0641199202808127
2024-08-18,0.0,0.010194260530218229,-0.010194260530218229,1.1638112144107997,1.0749678359835504
2024-08-25,0.0,0.009008211908903935,-0.009008211908903935,1.1638112144107997,1.084651374045346
2024-09-01,-0.027397309895744265,-0.016873844038961285,-0.01052346585678298,1.1319259179094445,1.06634913592306
2024-09-08,0.018275148965218767,0.01684684247903475,0.0014283064861840174,1.1526120326768317,1.0843137518436103
2024-09-15,0.0,0.01604172822179544,-0.01604172822179544,1.1526120326768317,1.101708018357841
2024-09-22,-0.02166223562738637,0.009248543422930888,-0.030910779050317257,1.1276438792380254,1.1118972128050144
2024-09-29,0.0,-0.030849430067222065,0.030849430067222065,1.1276438792380254,1.077595817496647
2024-10-06,0.0,0.006795519393444441,-0.006795519393444441,1.1276438792380254,1.0849186407727398
2024-10-13,0.02005246896896152,-0.01090015086848481,0.030952619837446328,1.1502559231344855,1.0730928639082855
2024-10-20,0.0,-0.024224059367321193,0.024224059367321193,1.1502559231344855,1.0470981986663226
2024-10-27,0.0017724114227014906,-0.0014298272820321876,0.003202238704733678,1.1522946498716793,1.0456010290949027
2024-11-03,0.010940911293210592,0.0063699680089379295,0.004570943284272663,1.1649018034195666,1.0522614742003498
2024-11-10,0.0,-0.02520997389555276,0.02520997389555276,1.1649018034195666,1.025733989904463
2024-11-17,0.0,0.019333720064361903,-0.019333720064361903,1.1649018034195666,1.045565243725777
2024-11-24,0.0,-0.0037487059143032444,0.0037487059143032444,1.1649018034195666,1.0416457271128323
2024-12-01,0.0,0.01654923214735974,-0.01654923214735974,1.1649018034195666,1.058884164066128
2024-12-08,0.004885280252704458,0.006064453521670255,-0.001179173268965797,1.170592675196152,1.0653057178639396
2024-12-15,-0.012936610097291062,-0.043811376972424064,0.030874766875133002,1.1554491741743944,1.0186332074677236
2024-12-22,0.0,0.00252389332272961,-0.00252389332272961,1.1554491741743944,1.021204129018362
2024-12-29,0.01056940413411753,0.015218909931110443,-0.004649505796992913,1.167661583452676,1.0367457426791704
2025-01-05,0.0,-0.007814633486328899,0.007814633486328899,1.167661583452676,1.0286439546816208
2025-01-12,0.0,0.005078846829688581,-0.005078846829688581,1.167661583452676,1.0338682797697338
2025-01-19,0.0,-0.010818311665363733,0.010818311665363733,1.167661583452676,1.0226835704982513
2025-01-26,0.0,0.028603780203233512,-0.028603780203233512,1.167661583452676,1.0519361865662413
2025-02-02,0.0,0.008514104924579826,-0.008514104924579826,1.167661583452676,1.0608924816326286
2025-02-09,0.0,-0.019346392758929444,0.019346392758929444,1.167661583452676,1.0403680390079684
2025-02-16,-0.011606198222988686,-0.0071255737004290165,-0.00448062452255967,1.1541094716577553,1.0329548198704464
2025-02-23,0.026410212641686116,-0.019006063314285615,0.04541627595597173,1.1845897482160206,1.013322415163192
2025-03-02,0.0,0.01958467055691076,-0.01958467055691076,1.1845897482160206,1.0331680008320963
2025-03-09,0.0,-0.0028094709467416205,0.0028094709467416205,1.1845897482160206,1.0302653453506554
2025-03-16,0.02230706116747508,0.03739214263897373,-0.015085081471498653,1.2110144641878393,1.0687891740999986
