week,strategy_return,benchmark_return,portfolio,excess_return,cumulative_strategy,cumulative_benchmark
2025-02-02,0.012665188789712293,0.008514104924579826,"['RELIANCE', 'HDFCBANK', 'BAJFINANCE', 'ITC', 'CIPLA', 'APOLLOHOSP', 'HEROMOTOCO', 'INDUSINDBK']",0.004151083865132467,1.0781485722211364,1.0608924816326286
2025-02-09,-0.031243503860676283,-0.019346392758929444,"['BAJFINANCE', 'ADANIPORTS', 'WIPRO', 'BPCL', 'DRREDDY', 'INDUSINDBK']",-0.011897111101746839,1.0444634331425626,1.0403680390079684
2025-02-16,0.002274078932597645,-0.0071255737004290165,"['BHARTIARTL', 'SBIN', 'BAJFINANCE', 'AXISBANK', 'HINDALCO', 'DRREDDY']",0.009399652633026662,1.0468386254317408,1.0329548198704464
2025-02-23,-0.006095204257598873,-0.019006063314285615,"['NTPC', 'JSWSTEEL', 'TATASTEEL', 'HINDALCO', 'EICHERMOT', 'SHRIRAMFIN']",0.012910859056686742,1.0404579301849903,1.013322415163192
2025-03-02,0.021517262862637304,0.01958467055691076,"['HDFCBANK', 'BAJFINANCE', 'BAJAJFINSV', 'ADANIPORTS', 'COALINDIA', 'SHRIRAMFIN']",0.0019325923057265451,1.0628457369662963,1.0331680008320963
2025-03-09,-0.01219537190204359,-0.0028094709467416205,"['RELIANCE', 'TCS', 'ICICIBANK', 'SBIN', 'INFY', 'M&M', 'ULTRACEMCO', 'AXISBANK', 'ADANIPORTS', 'ONGC']",-0.00938590095530197,1.0498839379294906,1.0302653453506554
2025-03-16,0.048145226731133174,0.03739214263897373,"['ICICIBANK', 'KOTAKBANK', 'NTPC', 'ONGC', 'DIVISLAB', 'EICHERMOT']",0.010753084092159443,1.1004308381624808,1.0687891740999986
2025-03-23,-0.011667588379043964,-0.005875304165127352,"['HDFCBANK', 'ICICIBANK', 'BAJFINANCE', 'KOTAKBANK', 'AXISBANK', 'TATAMOTORS', 'BAJAJ-AUTO', 'HDFCLIFE', 'HINDALCO', 'BPCL']",-0.005792284213916612,1.0875914641031947,1.062509712613766
2025-03-30,-0.0066699073625478625,-0.011277449367405575,"['HDFCBANK', 'ONGC', 'WIPRO', 'TATACONSUM']",0.004607542004857712,1.0803373297893286,1.0505273131273876
2025-04-06,0.04712806860219634,0.030094902156469802,"['HDFCBANK', 'BAJAJFINSV', 'HINDALCO', 'SHRIRAMFIN', 'TATACONSUM']",0.017033166445726534,1.1312515415811537,1.0821428298286555
2025-04-13,0.008700691664916816,0.0224231506826148,"['ITC', 'TITAN', 'POWERGRID', 'ASIANPAINT', 'HINDALCO', 'BPCL', 'HEROMOTOCO']",-0.013722459017697985,1.1410942124399133,1.1064078815620144
2025-04-20,-0.009618756776677012,-0.0035730239966995573,"['HDFCBANK', 'TCS', 'BHARTIARTL', 'SBIN', 'ITC', 'HCLTECH', 'KOTAKBANK', 'AXISBANK', 'ADANIPORTS', 'POWERGRID']",-0.006045732779977454,1.13011830475118,1.1024546596510558
2025-04-27,-0.001481025521775874,0.0007480616869104137,"['RELIANCE', 'ITC', 'TATAMOTORS', 'TATACONSUM', 'DRREDDY']",-0.0022290872086862877,1.1284445706992174,1.1032793637434968
2025-05-04,-0.012974251578820303,-0.018525309864358415,"['INFY', 'HCLTECH', 'MARUTI', 'DIVISLAB', 'TECHM', 'BPCL']",0.005551058285538112,1.113803846946212,1.0828407716631963
2025-05-11,0.028365994146900015,0.00381555507111028,"['TATAMOTORS', 'BRITANNIA', 'HEROMOTOCO']",0.024550439075789736,1.145398000349483,1.0869724102607208
2025-05-18,-0.004486540460618624,-0.0037000266988827966,"['BAJFINANCE', 'TITAN', 'DIVISLAB', 'LTIM', 'TECHM', 'BPCL', 'DRREDDY', 'HEROMOTOCO']",-0.0007865137617358272,1.1402591258774035,1.0829505833218072
2025-05-25,-0.006960635992269435,-0.010017585909523383,"['TATASTEEL', 'LTIM', 'BPCL', 'DRREDDY', 'HEROMOTOCO']",0.003056949917253948,1.1323221971653075,1.0721020328176125
