week,strategy_return,benchmark_return,excess_return,cumulative_strategy,cumulative_benchmark
2024-03-03,0.016796588685552744,0.003925410317436864,0.01287117836811588,1.0167965886855528,1.0039254103174369
2024-03-10,0.021624333766703474,-0.013849712230297621,0.035474045997001095,1.0387841374921347,0.9900213322838569
2024-03-17,0.028012432191224523,0.0018612323664217317,0.026151199824802792,1.0678830077049528,0.9918639920309517
2024-03-24,0.018386281665348177,0.014642380187612625,0.0037439014777355516,1.0875174054702552,1.006387241696672
2024-03-31,0.0042136244591252925,0.0023016302533167125,0.00191199420580858,1.0920997954096692,1.008703573018713
2024-04-07,0.003214510045121704,-0.006481004202790727,0.00969551424791243,1.095610361172289,1.0021661609226087
2024-04-14,0.007451939902188158,-0.005634751375014031,0.01308669127720219,1.1037747837399594,0.9965192037693575
2024-04-21,0.004217994160214639,0.003740478620721134,0.0004775155394935054,1.108430499331967,1.0002466625461948
2024-04-28,0.009836763194070518,-0.007399541515830401,0.01723630470990092,1.1193338676709808,0.9928452958406133
2024-05-05,0.0032297502310631066,-0.017266194062622326,0.020495944293685432,1.122949036488728,0.9757026362884677
2024-05-12,0.016264325267864574,0.016379297700135208,-0.00011497243227063386,1.1412130448774156,0.9916839602350431
2024-05-19,0.009892794697470477,0.018999860770043956,-0.009107066072573479,1.1525028312364631,1.0105258174073948
2024-05-26,-0.022314255106560505,-0.017518843982505004,-0.004795411124055501,1.1267855890492195,0.9928225732719412
2024-06-02,0.08162810371439475,0.001128357651091833,0.08049974606330292,1.2187629599760146,0.9939428322186693
2024-06-09,0.00812890080134378,0.008873925051495922,-0.0007450242501521424,1.228670163178012,1.0027630064172495
2024-06-16,-0.010149801712108818,-0.0024111139069339215,-0.0077386878051748965,1.2161994046521707,1.0003452305871179
2024-06-23,0.018845559061291782,0.02008467246777319,-0.0012391134064814076,1.239119362362851,1.0204368368981593
2024-06-30,0.0010502480625911809,0.007534619055686104,-0.006484370993094924,1.2404207450724916,1.0281254397345763
2024-07-07,0.01881338145671438,0.007466920096028612,0.011346461360685766,1.2637572537163622,1.0358023702417687
2024-07-14,-0.002060973917063668,-0.0022694721088240832,0.00020849819176041538,1.2611526829789528,1.0334516456522511
2024-07-21,0.03199227201714136,0.013284764298173138,0.018707507718968223,1.301499822667963,1.0471808071783004
2024-07-28,0.0015656007506295588,-0.004767269921091267,0.006332870671720826,1.3035374517672762,1.0421886136142953
2024-08-04,0.007960139592828543,0.012965812355117746,-0.005005672762289203,1.3139137918478239,1.0557014356170584
2024-08-11,0.0014588759665772287,0.00797430445742802,-0.006515428490850792,1.315830629100905,1.0641199202808127
2024-08-18,-0.016776582311757045,0.010194260530218229,-0.026970842841975276,1.2937554882434625,1.0749678359835504
2024-08-25,0.000433785559340192,0.009008211908903935,-0.008574426349563744,1.2943167006915797,1.084651374045346
2024-09-01,-0.015795148703242126,-0.016873844038961285,0.0010786953357191584,1.2738727759350663,1.06634913592306
2024-09-08,0.013532471330185366,0.01684684247903475,-0.003314371148849384,1.2911114227537113,1.0843137518436103
2024-09-15,0.00014186556413151608,0.01604172822179544,-0.015899862657663924,1.2912945870040569,1.101708018357841
2024-09-22,-0.0009769210163545672,0.009248543422930888,-0.010225464439285455,1.2900330941837077,1.1118972128050144
2024-09-29,-0.01873516694105616,-0.030849430067222065,0.012114263126165904,1.2658641088046887,1.077595817496647
2024-10-06,0.037760299311042876,0.006795519393444441,0.030964779917598436,1.3136635164402604,1.0849186407727398
2024-10-13,0.003564049327590687,-0.01090015086848481,0.014464200196075496,1.3183454780127095,1.0730928639082855
2024-10-20,-0.03805864600457009,-0.024224059367321193,-0.013834586637248895,1.2681710341532981,1.0470981986663226
2024-10-27,0.0009159776642664895,-0.0014298272820321876,0.002345804946298677,1.2693326504950522,1.0456010290949027
2024-11-03,0.009893594107542633,0.0063699680089379295,0.0035236260986047036,1.2818909125265014,1.0522614742003498
2024-11-10,-0.027815999965886636,-0.02520997389555276,-0.002606026070333875,1.2462338349473938,1.025733989904463
2024-11-17,0.04299716301871801,0.019333720064361903,0.023663442954356108,1.299818354308069,1.045565243725777
2024-11-24,-0.007866939245292163,-0.0037487059143032444,-0.004118233330988919,1.2895927622848118,1.0416457271128323
2024-12-01,0.003658017488133043,0.01654923214735974,-0.012891214659226696,1.2943101151618195,1.058884164066128
2024-12-08,-4.7631083416148357e-07,0.006064453521670255,-0.006064929832504416,1.294309498667889,1.0653057178639396
2024-12-15,-0.021401850953709913,-0.043811376972424064,0.02240952601871415,1.2666088796894277,1.0186332074677236
2024-12-22,0.028278229193876334,0.00252389332272961,0.025754335871146724,1.3024263358882844,1.021204129018362
2024-12-29,0.03405983225191246,0.015218909931110443,0.01884092232080202,1.3467867584091124,1.0367457426791704
2025-01-05,-0.007640528725167276,-0.007814633486328899,0.0001741047611616229,1.3364965954948127,1.0286439546816208
2025-01-12,-0.0019668906464612754,0.005078846829688581,-0.0070457374761498555,1.3338678528421066,1.0338682797697338
2025-01-19,-0.01697243766838309,-0.010818311665363733,-0.006154126003019355,1.311228863851884,1.0226835704982513
2025-01-26,0.03863062931615183,0.028603780203233512,0.010026849112918314,1.361882460039985,1.0519361865662413
2025-02-02,0.021863392883761334,0.008514104924579826,0.013349287959181508,1.3916578313253425,1.0608924816326286
2025-02-09,-0.023246442794327145,-0.019346392758929444,-0.003900050035397701,1.3593067371601604,1.0403680390079684
2025-02-16,0.0022740789325976438,-0.0071255737004290165,0.00939965263302666,1.3623979079740745,1.0329548198704464
