Heading,Source,Date,Symbol
Coal supply to power sector falls 5.4% to 58.07 mn tonnes in August,Business Standard,10 Sept 2024,COALINDIA
"India's coal sector records 5.85% growth in FY 2024-25, reaches 411.62 MT despite challenges",Moneycontrol,14 Sept 2024,COALINDIA
