Heading,Source,Date,Symbol
HUL announces key change to its Management Committee,Hindustan Unilever Limited,26 Mar 2025,HINDUNILVR
"Stocks to watch on March 21: TCS, HUL, Zomato, Adani Enterprises, Jio Financial",India Today,21 Mar 2025,HINDUNILVR
Hindustan Unilever approves 14.3% stake acquisition in recycling firm Lucro Plastecycle,Financial Express,21 Mar 2025,HINDUNILVR
This is the money Hindustan Unilever is chasing in India,The Economic Times,10 Mar 2025,HINDUNILVR
"Stocks to Watch Today, 21th March 2025: HUL, Bajaj Finance, Hindalco, TCS, and more",Groww,21 Mar 2025,HINDUNILVR
Britannia's Rajneet Kohli joins Hindustan Unilever as executive director,Mint,26 Mar 2025,HINDUNILVR
"Stocks to Watch Today: IndusInd Bank, HUL, Bank of Maharashtra, IRCON, Star Cement, Raymond Lifestyle,...",Moneycontrol,18 Mar 2025,HINDUNILVR
"Top stocks to buy today: Stock recommendations for March 11, 2025",Times of India,11 Mar 2025,HINDUNILVR
HUL appoints Rajneet Kohli as executive director of foods business,CNBC TV18,26 Mar 2025,HINDUNILVR
HUL appoints Rajneet Kohli as executive director of Indian Foods Business Unit,Business Standard,27 Mar 2025,HINDUNILVR
