Heading,Source,Date,Symbol
"Nifty indices rejig: Zomato, Jio Financial to see $822 million inflows as BPCL, Britannia exit",The Economic Times,27 Mar 2025,BRITANNIA
"Jio Financial Services, Zomato close mixed on Nifty 50 debut; Britannia Industries, BPCL stocks jump post...",Moneycontrol,28 Mar 2025,BRITANNIA
"Britannia Industries Share Price Today Highlights, 25 Mar, 2025: Britannia Industries on the radar - Market News",Financial Express,25 Mar 2025,BRITANNIA
"Nifty 50 Rejig: Zomato, Jio Financial Services to replace BPCL, Britannia Industries in frontline index",Mint,26 Mar 2025,BRITANNIA
"Operations at Jhagadia plant disrupted due to strike, says Britannia",Business Standard,24 Mar 2025,BRITANNIA
Britannia CEO Rajneet Singh Kohli resigns,Times of India,7 Mar 2025,BRITANNIA
"Nifty index rejig: THESE 2 companies set to replace Britannia, BPCL from March 28",ET Now,26 Mar 2025,BRITANNIA
"Stock market crash: Titan, HUL, Britannia, Gail shares hit 52-week low; check details",Upstox,3 Mar 2025,BRITANNIA
"NSE Index Rejig: Zomato, Jio Financial Services to enter Nifty 50 today; Britannia Industries, BPCL...",Moneycontrol,26 Mar 2025,BRITANNIA
"Britannia Industries CEO Rajneet Singh Kohli steps down with effect from March 14, stock edges lower ahead of closing",Mint,6 Mar 2025,BRITANNIA
