Heading,Source,Date,Symbol
"Stocks to Watch: Reliance Infra, NTPC, PowerGrid, IIFL Finance, VST Industries and more",Mint,20 Sept 2024,NTPC
"NTPC Green Energy IPO: Earnings sub-par, says Kotak; sees 31% fall in NTPC shares",Business Today,25 Sept 2024,NTPC
"Stocks To Watch: ICICI Securities, Nazara, NTPC, AB Capital, Tata Power",Business Standard,19 Sept 2024,NTPC
All You Need to Know About NTPC Green Energy IPO,Equitymaster,24 Sept 2024,NTPC
"NTPC Green Energy to launch Rs 10,000-crore IPO in early November, plans roadshows in India and abroad:...",Moneycontrol,23 Sept 2024,NTPC
F&O Stock Strategy: How to trade Hero MotoCorp and NTPC,The Economic Times,18 Sept 2024,NTPC
"NTPC Green Energy's Rs 10,000 cr IPO likely in November first week",Business Standard,23 Sept 2024,NTPC
NTPC Green Energy IPO: Can it give NTPC stock a lift?,Business Today,24 Sept 2024,NTPC
"Stock Radar: NTPC, IIFL Finance, Tata Power, Phoenix Mills, VST Industries, IDFC First Bank in focus on...",Moneycontrol,20 Sept 2024,NTPC
"NTPC Green Energy files draft papers for ₹10,000 crore IPO",Mint,18 Sept 2024,NTPC
