Heading,Source,Date,Symbol
"Hero MotoCorp up 3%, at record high on positive outlook; zooms 95% in 1 yr",Business Standard,17 Sept 2024,HEROMOTOCO
"Hero MotoCorp shares stare at 45% downside! Sell stock, says UBS",Business Today,26 Sept 2024,HEROMOTOCO
Hero MotoCorp shares lead losses on Nifty 50 after UBS projects a 45% downside,CNBC TV18,30 Sept 2024,HEROMOTOCO
"Hero MotoCorp shares slip 2% as UBS reiterates 'sell', sees 45% downside",Moneycontrol,26 Sept 2024,HEROMOTOCO
"Hot Stocks: Brokerages on Trent, Hero MotoCorp, HDFC Bank and M&M Finance",The Economic Times,26 Sept 2024,HEROMOTOCO
India’s Hero to launch electric scooters in UK and Europe,Financial Times,18 Sept 2024,HEROMOTOCO
"After multibagger rally in 1 year, UBS sees 46% downside in Hero MotoCorp shares, retains ‘sell’ call",Mint,27 Sept 2024,HEROMOTOCO
Hero MotoCorp share price falls 3% in firm market; UBS maintains 'Sell',Business Standard,26 Sept 2024,HEROMOTOCO
"Bajaj Housing Finance, Ola Electric & Hero MotoCorp: What Gaurav Dua of Sharekhan says on these 3 stocks",Business Today,17 Sept 2024,HEROMOTOCO
8 Parent Companies and Their Subsidiaries' Upcoming IPOs,Equitymaster,7 Sept 2024,HEROMOTOCO
