Heading,Source,Date,Symbol
"Financial stocks overvalued, says Emkay, suggests HDFC Bank, IndusInd Bank, RBL for the short term",Mint,26 Sept 2024,INDUSINDBK
"Stocks in news: BEL, L&T, PNB, Nuvama Wealth, IDFC, IndusInd Bank",The Economic Times,30 Sept 2024,INDUSINDBK
"IndusInd Bank, Axis Bank, Zydus Life among 4 stock picks by SMC Global",Business Today,16 Sept 2024,INDUSINDBK
IndusInd Bank reappoints Sumant Kathpalia as MD and CEO for three years,CNBC TV18,27 Sept 2024,INDUSINDBK
IndusInd Bank’s board approves reappointment of Sumant Kathpalia as MD & CEO,Moneycontrol,27 Sept 2024,INDUSINDBK
"Stock Market Highlights, Sept 02: Markets post record close; Sensex tops 82,550, Nifty near 25,300",Business Standard,2 Sept 2024,INDUSINDBK
"Closing Bell: Market Ends Mildly Lower, Sensex & Nifty Volatile; Reliance & IndusInd Bank Drag Most",Goodreturns,1 Oct 2024,INDUSINDBK
"Manager, cashier of IndusInd Bank held for siphoning off Rs 13.5cr from NHAI a/c",Times of India,6 Sept 2024,INDUSINDBK
"Top Stock Recommendations: Dharmesh Shah of ICICI Securities suggests buying Infosys, and IndusInd Bank today",Mint,16 Sept 2024,INDUSINDBK
"Tata Steel, SBI, Axis Bank, Tata Motors: 9 Sensex stocks down 10-20% from 52-week highs; should you buy?",Business Today,9 Sept 2024,INDUSINDBK
