Heading,Source,Date,Symbol
Bharat Petroleum Corporation Stocks Live Updates: Bharat Petroleum's Price Declines to Rs 339.00: What In...,The Economic Times,25 Sept 2024,BPCL
Bharat Petroleum Corporation Ltd drops for fifth straight session,Business Standard,19 Sept 2024,BPCL
BPCL stock surges 7% to hit all-time high amid spurt in volumes,Moneycontrol,27 Sept 2024,BPCL
"Nifty Oil & Gas index rises 2.5%: BPCL, HPCL, IOCL share prices lead with up to 7% gains",Mint,27 Sept 2024,BPCL
"Tata Power Company, BPCL, Siemens shares can deliver 8-17% upside in 3-4 weeks: Axis Securities",Business Today,30 Sept 2024,BPCL
"HPCL, BPCL shares fall on reports of government considering a fuel price cut",CNBC TV18,6 Sept 2024,BPCL
"BPRL, IOCL JV wins first full production concession in Abu Dhabi",ET EnergyWorld,12 Sept 2024,BPCL
BPCL-IOCL joint venture secures production rights in Abu Dhabi,Upstox,12 Sept 2024,BPCL
BPCL Shares Spike Up 7% To Hit All-Time High On Heavy Volumes,News18,27 Sept 2024,BPCL
"Abu Dhabi awards onshore block rights to BPCL, Indian Oil JV",The Hindu,11 Sept 2024,BPCL
