Heading,Source,Date,Symbol
"Top Gainers and Losers today on 4 September, 2024: Asian Paints, Grasim Industries, Wipro, Coal India among most active stocks; Check full list here",Mint,4 Sept 2024,GRASIM
"Stock Market Highlights, Sept 04: Sensex sheds 203 points, Nifty ends below 25,200; Banks, IT drag",Business Standard,4 Sept 2024,GRASIM
"Stock Market Highlights: Nifty breaks 25,500 resistance, forms long bull candle. How to trade on Monday",The Economic Times,20 Sept 2024,GRASIM
"Stock Market Highlight: Markets end lower! Nifty at 25,200, Sensex down 170 points; Bank Nifty drops 300 points",Financial Express,4 Sept 2024,GRASIM
"Aditya Birla Renewables raises Rs 2,500 crore through NCDs",ET EnergyWorld,26 Sept 2024,GRASIM
"Closing Bell: Nifty crosses 26,200 on expiry day; Sensex rises 666 pts led by auto, metals",Moneycontrol,26 Sept 2024,GRASIM
"Sensex, Nifty hit record high as power and financial stock drive market rally",India Today,25 Sept 2024,GRASIM
Buy or sell: Sumeet Bagadia recommends three stocks to buy on Monday — Sept 16,Mint,15 Sept 2024,GRASIM
"Stock Market Highlights: Markets end at record highs! Nifty above 25,800, Sensex gains 1,380 points; Bank Nifty rises 900 points",Financial Express,20 Sept 2024,GRASIM
"Market Highlights, Sept 20: Sensex up 1360pts, ends above 84,500; Nifty near 25,800 amid broad gains",Business Standard,20 Sept 2024,GRASIM
