Heading,Source,Date,Symbol
Coal India shares fall 4% in 2 days on August volume dip. What brokerages say,The Economic Times,4 Sept 2024,COALINDIA
"Coal India standardises interest rates for late payments, stocks trade flat",BusinessLine,30 Sept 2024,COALINDIA
"Stocks To Watch: Coal India, ONGC, Reliance Industries, OIL, Vedanta, Power Grid Corp",Financial Express,24 Sept 2024,COALINDIA
Coal India still at one-third of FY25 production target as output drops in August,CNBC TV18,2 Sept 2024,COALINDIA
Coal supply to power sector falls 5.4% to 58.07 mn tonnes in August,Business Standard,10 Sept 2024,COALINDIA
"Dividend Stocks: Vedanta, ITC, BPCL, Coal India among top 15 Large Cap stocks by Axis Securities",Mint,16 Sept 2024,COALINDIA
"Coal India unions may seek 95,000-rupee/worker festival bonus",NSE Cogencis,29 Sept 2024,COALINDIA
Stocks to buy for 1 year: MOFSL picks these 5 stocks for up to 31% gains; check out targets,Zee Business,18 Sept 2024,COALINDIA
"India's coal sector records 5.85% growth in FY 2024-25, reaches 411.62 MT despite challenges",Moneycontrol,14 Sept 2024,COALINDIA
Coal India Share Price Updates: Coal India reports a closing price of Rs 508.5,The Economic Times,1 Oct 2024,COALINDIA
