Date,Open,High,Low,Close,Adj Close,Volume
2021-10-04,3910.0,3967.25,3881.0,3892.89990234375,3714.0400390625,372752
2021-10-05,3894.0,3905.25,3865.5,3882.199951171875,3703.83154296875,131731
2021-10-06,3893.0,3993.14990234375,3882.25,3938.60009765625,3757.640380859375,409840
2021-10-07,3959.800048828125,3963.64990234375,3877.449951171875,3900.60009765625,3721.38623046875,187556
2021-10-08,3915.0,3929.0,3846.85009765625,3883.300048828125,3704.881103515625,316870
