Heading,Source,Date,Symbol
"Buy Maruti Suzuki, target price Rs 14,500: Motilal Oswal Financial Services",The Economic Times,1 Feb 2025,MARUTI
"Consumption stocks rally on Budget proposals; Maruti Suzuki, Trent surge 7%",Business Standard,1 Feb 2025,MARUTI
Maruti Suzuki shares extend gains as HSBC maintains 'buy'; analysts bullish on E-Vitara prospects,Moneycontrol,14 Feb 2025,MARUTI
"UPL, Maruti Suzuki, SBI Card, Bajaj Finance & more: These 10 stocks outshine gold prices in 2025 while Nifty 50 falls 3%",Mint,15 Feb 2025,MARUTI
"Tata Motors, Maruti, M&M, Hyundai shares: Fresh price targets amid auto sector underperformance",Business Today,19 Feb 2025,MARUTI
"Stock Recommendations Today: Shriram Finance, Maruti Suzuki, HUL, Nazara Tech On Brokerages Radar",NDTV Profit,18 Feb 2025,MARUTI
Suzuki Motor Says Need to Rethink India Strategy Amid Falling Market Share,Autocar Professional,19 Feb 2025,MARUTI
"Suzuki aims to boost sales by a third by 2030, invest heavily in India",Business Standard,20 Feb 2025,MARUTI
"Buy Maruti Suzuki India; target of Rs 14,500: Sharekhan",Moneycontrol,19 Feb 2025,MARUTI
"Citi maintains bullish stance on Maruti Suzuki, sets Rs 14,500 target price",The Economic Times,18 Feb 2025,MARUTI
