Heading,Source,Date,Symbol
Mahindra & Mahindra share price declines 6% amid plans to invest in rights issue of listed subsidiaries,Mint,21 Feb 2025,M&M
Mahindra & Mahindra Ltd Slides 1.3%,Business Standard,21 Feb 2025,M&M
Mahindra & Mahindra shares slide 6% amid broad losses in auto sector,The Economic Times,21 Feb 2025,M&M
Why M&M shares crash 7% today; check latest news & targets,Business Today,21 Feb 2025,M&M
"Mahindra Group firms to raise ₹4,500 crore via rights issues",CNBC TV18,20 Feb 2025,M&M
M&M shares slide 6%; 3 reasons why…,Financial Express,21 Feb 2025,M&M
"Mahindra Finance to raise ₹3,000 crore through rights issue",BusinessLine,13 Feb 2025,M&M
Mahindra & Mahindra Financial Services Reports Strong Q3 FY24-25 Metrics Amid Growth Challenges,MarketsMojo,6 Feb 2025,M&M
Buy Mahindra & Mahindra Financial Services; target of Rs 340: Sharekhan,Moneycontrol,6 Feb 2025,M&M
Mahindra & Mahindra Ltd Spikes 1.6%,Business Standard,10 Feb 2025,M&M
