Heading,Source,Date,Symbol
L&T share price jumps over 4% on this business update. Details here,Mint,4 Feb 2025,LT
"Larsen and Toubro shares jump nearly 5% as firm plans pellet, DRI plant in MENA region",Moneycontrol,4 Feb 2025,LT
"Stocks to buy in 2025: L&T, Tata Motors among 5 stocks that could see 15-30% upside in 12 months",The Economic Times,3 Feb 2025,LT
L&T shares: Capex bellwether tops Sensex gainers after Budget day fall. Here's why,Business Today,4 Feb 2025,LT
L&T Finance ventures into gold loan business with ₹537-crore acquisition of Paul Merchants Finance,CNBC TV18,7 Feb 2025,LT
L&T gears up to diversify product portfolio,Financial Express,27 Feb 2025,LT
Larsen & Toubro update on composite scheme of amalgamation,Business Standard,1 Mar 2025,LT
Larsen & Toubro shares rise 3% after securing major steel project in Middle East & North Africa,The Economic Times,4 Feb 2025,LT
Stocks To Watch: From Infosys to Tata Steel- Here’s a list of 10 stocks in news today,Financial Express,19 Feb 2025,LT
"Bajaj Housing, Ola, Tata Motors, L&T, ICICI Bank, Kotak & Bajaj Finance: What Akshay Bhagwat says on these 7 stocks",Business Today,6 Feb 2025,LT
